,confessions,categories
77,"Anyone kept a black Lenovo thinkpad laptop at EA-06-04 on 27/03/2019 (during the 1800 to 2000 lesson). I am a Civil Engineering student. My laptop display has my name and timetable at the left corner. Can you contact my email E0176640@u.nus.edu? Would appreciate if you can return me because I need it for my upcoming finals. Thank you so much!!!
","Lost and Found
SHARE:"
78,"Anyone kept a black Lenovo thinkpad laptop at EA-06-04 on 27/03/2019. I am a Civil Engineering student. My laptop display has my name and timetable at the left corner. Can you contact my email E0176640@u.nus.edu? Would appreciate if you can return me because I need it for my upcoming finals. Thank you so much!!!
","Lost and Found
SHARE:"
79,"Recently, I lost my ez link card in one of the residences. When I went to check the place I thought I had lost it, it was no longer there. So for a few days, i went to the office regularly to check the lost and found. This card has my name on it so it is easier to find than other normal  ez link cards. After a week, i remembered that i had registered my card in the ez link mobile app. When I went to check the past transactions, i realised someone had been using my card to travel around instead of returning it to the lost and found. 

It is unbelievable that auniversity student are doing this. The amount i lost was not much (less than $5). What was more disappointing was the lack of honesty by the person who took the card. 

So, if you are reading this, i will just let you know that you will have to face the guilt of having travelled around using someone else's money regardless of how much you used from the card.

To the rest, if you see someone else's property, remember to return it to lost and found.
","Lost and Found, Rant, Advice
SHARE:"
80,"To the guy who I think is practicing Soccer on the pitch today (Tuesday 26th March around 10-11ish). If you need a goalkeeper for your shots drop a comment. It’s been a Long time since I wore gloves, would love to go back to diving for shots for some fun. 
","Lost and Found, Advice
SHARE:"
81,"Hello! I just lost a Black Bose Soundsport Earphones yesterday in CBLC @ Science and I was hoping to reach out for assistance. I've filed a lost and found report via the NUS page. Thanks! If I don't find it I'll always have an excuse to be lazy and not run. My IPPT deadline is coming up i need help!
","Lost and Found
SHARE:"
82,"Hai. whoever left your silver watch on the utown piano on 25th March evening, please go and collect from utown security office.  
","Lost and Found
SHARE:"
83,"I was studying in the YIH student lounge when I spotted this really cute girl walking in, then settled down in a corner. I was waiting for her to leave the lounge before I'd approach and talk to her (there were way too many people around for me 
to make an approach). 

Here's the sad part. Of the 2 - 3 hours she was in the lounge, she chose to leave during the same 10 minutes I went down to get food. Imagine the disappointment when I came up and realised she left already.

I don't think you will be reading this, but I want you to know that you're really cute! 

For those reading, I'd try giving you guys an image of the girl in question; she was Chinese, had voluminous long hair (with some curls) that evenly parted down her face, sported a properly fitted graphic t-shirt tucked into her light-washed ripped jeans.
","Lost and Found, Romance
SHARE:"
84,"This post will probably be too late in terms of the end of the school week.
Seen at E3-06-08.
","Lost and Found
SHARE:"
85,"Chen Pei Jian from SDE, your access card has been returned to the Campus Security Office at Education Resource Centre L1. You dropped it near the UTown Bus Stop
","Lost and Found
SHARE:"
86,"Hey there! Found a black marvel ezlink card at com1 outside sr1 ytd(20/3)!
","Lost and Found
SHARE:"
87,"Hi, i left my white sony wireless earpiece i think in the i3 lecture hall today around 12pm. If anyone found it please comment
","Lost and Found
SHARE:"
88,"Hi. To the OP of #60041, may i know the initials of your crush? I also had my final papers on that day and i was wondering if you were referring to me? (: 
","Lost and Found
SHARE:"
89,"Lost a grey Herschel wallet - in LT11 or LT31, if anyone sees it please drop me an email e0201041@u.nus.edu thank you really really appreciate ????????
","Lost and Found
SHARE:"
90,"CS2030 logic.
The event simulation and random arrival too hard in sit in lab? never mind, we make it into a project. But oh no, there is no such thing as no lab assignment weekly..... 
And there is no such thing to help students who are dying doing this with cs2040 as well........
","Lost and Found, Rant
SHARE:"
91,"This is help post: Anyone knows this guy. Who left this wallet at the coffee shop (Arise & Shine) at E2. Coffee shop uncle every day looking for this guys. If you guys here please go to the shop and collect your wallet and give a big thank to the uncle who every day shows the card to everyone just return to the wallet. 

Name: RAHUL HALDER
Std ID: A0146552E
Admit Term: 2015/2016 Sem 1
Career: Graduate
","Lost and Found
SHARE:"
92,"Hello, I lost my student card (Axxx0521W) during ST2334 mid-term (13th Mar) in MPSH2. If anyone has found it/picked it up, please comment below! 

Thank you T.T
","Lost and Found
SHARE:"
93,"Dear Prof. Ben, honestly, roughly how many people will be getting the chance to get into cvwo on the second and third iteration? Thanks!
","Lost and Found, Advice
SHARE:"
94,"I found a Sparkfun Inventors Kit SP082 at the bus stop opposite Kent Ridge MRT last Thursday around 11pm. I'll turn it in to lost and found soon but if it's yours just comment and I'll get in touch
","Lost and Found
SHARE:"
95,"To the guy who found a black iPod Touch in the USC 3rd floor toilet (between 10am - 12pm) thanks so much for retrieving my item for me. It’ll be great to eventually get it back though. Cheers hahaha 
","Lost and Found
SHARE:"
96,"Nur Nadia, your wallet was found on bus 96, handed to the bus driver. Friends of Nadia please inform her.
","Lost and Found
SHARE:"
97,"Saw this pair of glasses somewhere in the car park area of science in between S16 and S17. Left it with the security guard of S16. Hopefully the owner can find it.
","Lost and Found
SHARE:"
98,"Jiho Lim from pgp lost your matric card at Super snacks 
","Lost and Found
SHARE:"
99,"Anyone seen a small board game titled Liberation (it was wrapped in a paper) in E4-04-02 this morning? I think I left them last night in the room but now only the wrap was there while the content is gone. Any info is very appreciated. Thanks!
","Lost and Found
SHARE:"
100,"Dear Trisha Seet Ming Yuen, you left your matric card in dilys and it's with the sugar donut stall owner now
","Lost and Found
SHARE:"
101,"NUS is no longer best in Asia-Pac... how am I going to find a job now?? Somehow being second best is not as prestigious as being first, especially when the first sounds like a beer more than an educational institute. 
","Funny, Lost and Found, Rant, Nostalgia, Advice
SHARE:"
102,"Found this earring at Central Forum (ground floor at CLB). If you are the owner or happen to know who lost this, please comment on this post and I'll contact you privately!
","Lost and Found
SHARE:"
103,"Anyone going Europe for grad trip and dont mind one more person tagging along? Or wish to go but got no buddy? Can use contiki for discounts
","Lost and Found, Advice
SHARE:"
104,"Lost a Bluetooth earpiece today, colour is red and black the kind that place on your neck. If found please kindly email me at qqibg1205@gmail.com, thank you so much.
","Lost and Found
SHARE:"
105,"On Tuesday 19 Feb 2019, a USB adapter was removed from the tutorial room AS3-0610 between 1100 and 1500 hours. Last seen at 1100 hours with a photo taken containing the item. Value of item stolen is around $75.

When I came back to the room at 1500 hours, the lights were turned off. There is a male sleeping in the tutorial room and he left in a hurry when I was searching for the lost item. Unable to confirm if he was a witness of the incident.

The room was last used by a tutor and she took a photo of the room and the item can still be seen in the photo at 1100 hours. Attached is that photo. An eCrime report has been submitted to the Office of Campus Security.
","Lost and Found
SHARE:"
106,"If anyone found a black iPhone XR near Utown area, please turn it in to campus security or UTMO. I would really appreciate it, and I would rather not have to report it like the security officers are telling me to.
","Lost and Found
SHARE:"
107,"Anyone found a lost wallet at S17 05-12 during the Living with Mathematics tutorial? It has my nric ending with 940C and student card number ending in 9781X. If someone happened to have picked it up please contact me at 92716970.
","Lost and Found
SHARE:"
108,"Anyone happened to have found a bumblebee ezlink card pls let me know ASAP pls ???? it's very impt to me, drop it off at RC4 13-02/contact me 98264518 thanks! Location between RC4 Utown busstop to ERC/within RC4, may have dropped it along the way.
","Lost and Found
SHARE:"
109,"If anyone lost a 32G dark-grey coloured thumbdrive (ps. forgot the brand) in LT33 (facing the screen, center & far left of the LT), I left it with the Prof. who said he'll pass it to the Dean's office. Gl retrieving it! Spread and you might save a life! :D

(PS: I found it on 14/2, Thurs afternoon)
","Lost and Found
SHARE:"
110,"I lost my EZ link card while coming from UTown to Central Library today at around 2 pm. If anybody found it, please reply back to this conversation. I will tell the current amount as the proof.

Thanks for the help!
","Lost and Found
SHARE:"
111,"Anyone picked up a silver bracelet from Utown Dance Atelier 2 (SRC 3rd floor) after last Sunday? Will really appreciate it if you can hand it to Lost and Found.
","Lost and Found
SHARE:"
112,"Hahahas... It's been... 3 years, has it? Since we've graduated, and since I've lost contact with you. The thing I've build, it didn't make enough noise as I hope it'd have, to catch your attention. Well, at least, there's an article about it, so... Here you go:

https://www.straitstimes.com/singapore/transport/first-fully-designed-and-built-in-singapore-bus-launched

If you'd remember, I did say something about ""Hey, please look out for the bus I'm gonna build, it'll be on the news!!"", like, 2 years ago, but it... was a no show.

Out of curiosity, I recently googled your name (yeah, creepy, I know, but I really was curious on how you're doing), and well, you're doing well in LTA... As expected (Uh. ""Stanford"", if not enough clues to who you are). 

Since then, I've resigned. Perhaps, getting your first choice in life is not as sweet as it seems. A first choice, perhaps, is either a choice out of practicality, or an over- glorified piece of white bread. Nevertheless, it is the interest to tinker, and play with things, that will drive me to carry on with that over-glorified white bread. I mean, f you're bored, you just need to spread kaya, or put meat on it, right?

I suppose, that I am writing this, to a person whom it will never reach, to that person who doesn't remember who I am anymore, as a form of closure bah. I am writing this, because I need to let go, to become more mature, to make space for compensate for the lost time I spent pining for the many others who never once looked back no matter how much I wished and prayed, to grow.

I realise now, that even if I meet you today, at this time, you won't be able to recognise me. I will not know what to say to you any more.

Hahas, but either way, ehh, 欠扁 girl, the world is big, I don't suppose I'd need to tell a person who travels more than me, but as my family always says, 有缘再相见. If fate allows it, may we meet again.
","Lost and Found, Nostalgia
SHARE:"
113,"Hi, if anyone studying in YIH student lounge during this week's Saturday ever saw this bag with the brand named SimpleCarry, please contact me. So on Sat I went to school to study then I got a dance practice but I didn't want to bring the bag along to the studio and also thought I would be back to study in the evening. Then I got a sudden stuff so I came home and forgot to take the bag. Very late around midnight, when I came back to the lounge, I didn't see it anymore. Hopefully somebody ever helped return the bag to me. Inside there are my clothes, a green colorful umbrella, and my small notebook that I really need to get back. Please help! Drop me an email to haley.trinh997@gmail.com or leave a comment here. Thank you so much!!!!!
","Lost and Found
SHARE:"
114,"#58011: I understand where you're coming from. But if you think GER1000 is hard? Come over to Biz school... where they're forcing all students to take the extremely hard analytics modules, DAO. It makes GER1000 look like a playground. 

I still don't understand why data science is now a thing in Business School. I mean, from the nature of the subject and if people wanted it, shouldn't this be in Computing school instead?

On the bright side (if I pass, I hope), I'll be able to get a more well-rounded experience from this. Just take GER1000 in the same way. It's better to know some aspects from the technical side instead of sticking to what you're comfortable learning.
","Lost and Found
SHARE:"
115,"Found an Ipad on 4-Feb at PGP canteen. Email me at realmadrid321018@gmail.com to claim back
","Lost and Found
SHARE:"
116,"Has anyone come across a black zip pouch with 3 roses on it? There is a posb passion card, a white card, a heart shaped starbucks card and temporary snake tattoos as well as cash inside. I lost it on saturday. Would be so so grateful if it was found and returned to me!!
","Lost and Found
SHARE:"
117,"Hello! Did anyone find a matric card at either AS1-0210 or I3-Aud1? Please email to fifthmarchninetyeight@gmail.com 
","Lost and Found
SHARE:"
118,"Hello, has anyone seen a ezlink card ending with 368C? Last seen in the library at 4pm today!

Thanks so much :)
","Lost and Found
SHARE:"
119,"To the girl at the blood donation drive who gave me the 大吉大利 bottle, thank you so much! You really made my day much better! Sorry though cause I left the bottle behind by accident :/
","Lost and Found
SHARE:"
120,"I am in a few ccas and till now still cant find someone who can click well with. I am y2s2 now. How is everyone ard getting attached and i might still evergreen?? 
","Lost and Found, Romance
SHARE:"
121,"Hi Foo Yong Cheng, your tights was found in the PGP block 21 level 4 girl's toilet and passed to the PGP office at the foyer. 
","Lost and Found
SHARE:"
122,"Hi! I found a thumb drive on the pavement of Prince George's Park -- a tiny, silver coloured one with ""KΣVII"" carved on one side of the metal shell. Hope the owner could see this post.
","Lost and Found
SHARE:"
123,"My Boyfriend is a virgin but I have had several partners before. What should I do?
","Lost and Found, Romance
SHARE:"
124,"Hi you who left your sports thingies and tennisball to the netball courts on Friday. I hope you have found it. I took it to Campus security in UTown. Next time, please don't leave something as valuable behind you unless there is someone guarding it, someone other than the CCTV camera :D
","Lost and Found
SHARE:"
125,"For OGless Computing students, it is not too late to join a fake OG telegram group for lecture/makan/study jios. Maybe we can create a little community out of this. https://goo.gl/forms/6uD6gQgCxHzCh3gr1
","Lost and Found
SHARE:"
126,"Hi Rittik Mitra, your wallet was found in the girls toilet outside utown starbucks. It was left w the starbucks people. 
","Lost and Found
SHARE:"
127,"Barely a week into the term, CS2040 and CS2040C have created quite a stir amongst students. 

Dijkstra reports.

Aikenot Dueet, a distraught 2040 student whom we found crying in a cubicle, told us how sorting has effectively screwed his life. ""At first, they sorted us by marks and assigned us letters based on a curve, and now, they are teaching us sorting while sorting us at the same time,"" weeped Aikenot.

We understand that students of this much dreaded course learn interestingly named sorting algorithms in the first few weeks, such as bubblesort, mergesort and quicksort. 

Despite being the humble algorithm it is, bubblesort embodies many of society's values. When a number is greater than the number on its immediate right, swapping happens. In layman terms, when one goes up, another has to go down. We'll discuss the socio-political significance of other algorithms in future reports.

Another student, Aino Laif, had a much more positive impression of 2040. He said, ""When finals ended, I felt as if my life no longer had any purpose. I was depressed by the lack of work and torture and even contemplated suicide. But thankfully, my depressing workless holiday was cut short by two weeks when my professor sent us an email asking us to do C++ problems or get sorted. That was the best new year of my life.""

Students of the school of Java have it much worse than their C++ counterparts as they are constantly reminded of the fact that their lives are public, static and void. Disciples of Source and survivors of 1101S were mortified to find mutation in almost every line of code they wrote. The uninformed had a nasty shock when they realised Java and JavaScript were two very different things.

A resigned student, Aikenever Dueet, told us, ""I joined CS with the hope of changing the world. Now, I guess I'll just be flipping pancakes for the rest of my living days.""

The aforementioned student wasn't enthused when we pointed out a sorting algorithm named after his potential career.

Meanwhile, our investigative journalists are busy finding connections, if any, between the 2040 instructors, the head of the state and the fountain of wealth. We hope to get back to you soon.
","Funny, Lost and Found, Romance
SHARE:"
128,"Hi Foo Yong Cheng, your matric card found in the girls toilet of science lib and passed to the librarian. 
","Lost and Found
SHARE:"
129,"Hey guys okay, I’m a Canadian exchange student, Canadian born Chinese dude to be precise. I just went on a date with some girl from Singapore and she puts a rather unnatural British accent and couldn’t stop rambling about how much she hates Asians and to be fair as a CBC who is very much in touch with his Chinese roots (high GPA lyfe, Hong Kong breaks on the summer, watches Cdramas on occasion and speak Chinese on an intermediate basis) I found this attitude rather distasteful, I came to Singapore to explore a place where it can suit my needs of wanting a place that balances Asian culture with Western culture and to be fair I love Singapore but how often do you guys come across these girls? I find this girl very cringeworthy that no decent Asian guy would go for anyway
","Lost and Found
SHARE:"
130,"To the Masters student from HK I briefly talked to today and yesterday, I'm sure you'll be able to find local friends who can bring you around! Do look around for a CCA that interests you and check out some of the food places I recommended =)

Unfortunately we didn't get to exchange contact information, so maybe you'll see this here. I can be reached at pebblerockyfountain@gmail.com and we can continue our conversation from there.

#missedconnections
","Lost and Found, Advice
SHARE:"
131,"To the guy carrying the dead bird on bus A2 today at around 2:20pm:

Bro, like wtf? 
","Funny, Lost and Found, Rant
SHARE:"
132,"Hi did anyone from LSM2232 (Genes, Genome and Biomedical implications) leave a metal fountain pen in the LT? (Especially if you wore a bright red shirt, denim shorts and left before the end of lecture). Please comment on this post so that I can make the necessary arrangements to return it to you
","Lost and Found
SHARE:"
133,"Did anyone lose their wacom stylus @ UTown Audi 2 during CS2040 lecture (1100 to 1200?)

Please contact me at backupsforphonenotes@gmail.com

(please don't mind the weird email haha, it's the only one of my extras that is anonymous)
","Lost and Found
SHARE:"
134,"Hi Foong Wei Han Amos, found your ezlink card on the floor. Will be handing it over to students services centre by the end of today  
","Lost and Found
SHARE:"
135,"Hi guys!

Anyone saw/found a silver thermal flask at The Deck?

I accidentally left it there on Wednesday, 16 Jan at around 6.20pm!

Please help!
","Lost and Found
SHARE:"
136,"Anyone found a blue and black colour shoebag with 2 shoes inside around the science canteen?
","Lost and Found
SHARE:"
137,"Admin please do NOT filter this.
To the matric card owner Zhu Ruicong of matric no A018xxxxM, your card was found near ameens eating corner at around 11pm and it will be sent to Student Service Centre at YIH on 10th January 2019. 
","Lost and Found
SHARE:"
138,"Cheok Bok Chwee your atm card was left at Deck and I returned it to the YIH lost and found. Thanks for the excuse to go buy bubble tea.
","Funny, Lost and Found
SHARE:"
139,"Found this pineapple pendant (with pearl encased within) at UTown Residences near level 1 common room about 2 months ago. Have sent it to UTown security lost and found.
","Lost and Found
SHARE:"
140,"Im a y1 cs student and wondering how competitive is the application for cvwo? Thanks
","Lost and Found
SHARE:"
141,"Am I the only one that never revises for exam by doing past year papers? I'm usually way behind in all lessons, so my 'exam revision' is more like reading up all past tutorials and lectures.  This sem for example, I never once looked nor did any of the past year exams. I just looked through the lecture notes only and did the tutorials ('cos I never did any during the actual tutorials...). Yet I managed scored good for the exams.

Makes me wonder why students keep spamming past-year papers and practice papers for. Is it really necessary? I find the memory-work and understanding key concepts more important.
","Lost and Found
SHARE:"
142,"Help help, can anyone tell me if non-cs majors can bid for cs2030 n cs2040 next sem?
Urgent need to know. Tks
","Lost and Found, Advice
SHARE:"
143,"Hi all, there's a cat society that takes of cats in utown and I want to contact them. Anyone got their contact details?
","Lost and Found
SHARE:"
144,"help help. Can anyone tell me if non-cs majors can take CS2030 and CS2040 next sem as UE? Urgent. Thanks
","Lost and Found, Advice
SHARE:"
145,"Help help. Pls dont filter this.

In the next sem, is it possible for non-cs majors to bid for cs2030 n cs2040 mod together? Want to do it before graduating.
","Lost and Found, Advice
SHARE:"
146,"Anyone knows how to submit result review? Is it to submit the form to respective department physically?
","Lost and Found
SHARE:"
147,"Hi guys, I lost my temporary ID card while coming from Central library to Utown tonight (17th December) at around 7.45PM. If found, PLEASE reply back to this confession and I'll contact you!

It doesn't have a name on it, but it says ""Temp Card Vxxxxxx"" x's are some numbers. Please let me know if you found it.

Its reallyy important for me. :(
Hoping for a quick reply. Thanks!
","Lost and Found
SHARE:"
148,"Hey Sci Lib is looking for the creator of this masterpiece in their CollabArena
","Lost and Found
SHARE:"
149,"I am curious about this... 

How do canteen vendors on our campus make money during the vacation term? 

I notice most canteens still have to remain open during vacation period (since they still have to serve people working in the school) but the crowd is certainly much, much less compared to during the school term, when the canteens would have thousands of students to cater to everyday. 

It's kinda sad when I come to school during vacation and see the canteen so empty. Sellers will be lazing about when there's hardly anyone to cater to.

Wouldn't this have them incur immense losses? These canteen vendors could work elsewhere and probably get better revenue during this vacation period. 
Or does NUS compensate them or something? Anyone has any idea? 
","Lost and Found, Advice
SHARE:"
150,"Hi i hope everybody is enjoying your post-final holidays! I am actually in a bit of a dilemma but I find it hard to describe my problem so I hope you can really help me. I am born as a boy, i.e. to say i am a male biologically. However, i feel a bit feminine and more comfortable seeing myself as a girl even though i do not have much female interactions, coming from a boys school for 10 years and being in mechanical engineering in NUS. The reason I am asking is because right now I am in BKK and I decided and have already done a sex change operation. I am not due to return until a week later, so I need your advice on how do i break this news to my family and friends on my recent developments. I admit it is a rash decision as I did not consult anybody about it. But yet i feel good about myself for taking this leap of faith and I have no regrets about it at all. Still i think it is unfair that my family and friends have no knowledge of this in any sense and they deserve to know. Even if i dont tell them, i am pretty sure they can see the difference anyway. So please, give me some advice, they are really much appreciated. Thank you so much really grateful for your efforts. 
","Lost and Found, Rant, Advice
SHARE:"
151,"Hi everyone, 

For those who took your final exam at MPSH1 from 0900-1100 today (5 Dec 2018), i.e. those who took your finals for ST2131/MA2216, CM3212, LSM3215 or LSM4211, can you please kindly help me check your bag if there is a wallet and a phone that do not belong  to you? I've misplaced my wallet (brown) and my phone (iphone 6) into someone else's bag before the exam.If you find it, kindly contact me please. Thanks so much. 
Below are the various ways you can reach me: 

email :e0174871@u.nus.edu
telegram (username: hengyn) 
skype (id: jhy63631413)
facebook: Jiang Heng Yuan
","Lost and Found
SHARE:"
152,"Hello, anyone found a matriculation card after the CM1417 finals at S16 on 4th December please comment below! Help save a life 
","Lost and Found
SHARE:"
153,"Where the hell did the microwave oven and other machines that was at level 2 of Frontier canteen go? 

I used them a few times months ago and wanted to heat up some late night mugging ration last night but found the place empty. 

Did it got relocated or is it just gone?? 
","Lost and Found, Rant
SHARE:"
154,"Hi! Did anyone happen to pick up a black colour animal face pouch with a concession card inside on Saturday (1 dec) morning somewhere between KR mrt and YIH? Will really appreciate if it can be found :(
","Lost and Found
SHARE:"
155,"Found ezlink card on bus d2 with gudetama design, blue background, says 'fifth anniversary'
It should be dropped around opp kent ridge mrt at about 9pm, 2nd December. If you are the owner of the card please email me at e0322960!
If not i will be submitting it to the lost and found thingy that apparently exists at yih by tuesday
","Lost and Found
SHARE:"
156,"Hey, you. A mechie friend from 3-5 years ago. I don't know if you'll ever see this message ( I hope you do), but I guess it's worth a try.

I don't know how you've been doing, after you went to Stanford (and your friend to Harvard, it's quite a pity I didn't get to know her better, I hope she's getting along well, and attached with her roommate) for your Masters, but I hope that you've been well. Who knows, maybe you've gotten married already.

Well, I won't be surprised if you don't remember who I am anymore, as with many other people, but hahaha, you've left quite an impression on me, so... I remember you. Not sure if the impression I left on you was positive.... *looks back* yeah... Don't think it's that good.

So, it's been a while, huh? I'm here to tell you, that sorry for being a few years late, but do watch the news on Friday, Dec 7th, or Saturday, Dec 8th. I did say something about building buses a few years back, eh? And I hoped that you'll see it.

Well, after many delays, and much of literal blood, sweat and tears, I've finally able to show you what I've built (aside from that modification I made to the nus shuttle buses, the front handrails are pretty small and unnoticeable, but hey, it's something). 

It's not much, it's a type of bus, not electrical or anything, nothing fanciful, but one day, I hope that you, and my other friends, will be taking one of the buses that are built under me.

Or helped to build. My colleagues and Production Supervisors worked, and pushed alongside me for this one. 

Oh, don't worry about replying, though. I uh, don't visit here often, and I don't have a social media account (aside from Google, because Youtube). In other words, you pretty much can only find me in person (I issue you... a challenge, I guess? If fate allows our paths to cross again, it'll be interesting to observe you again as a friend. Though, it's actually surprisingly easy to track me).

Hahahaha, need I say who I am? Perhaps, it's better for us to remain at a status of ""Hey, yooooouuuuu......... Uh, Paiseh arh, What's your name?"". After all, madman for a day, strangers the next, eh? I've changed considerably, and you'd most likely cannot recognize me any longer.

Anyways, if it's any clue, I'm an idiot who drew on the whiteboards of the PC Cluster in Engineering often. Who had, and still has, a lot of logical flaws. I fold flowers, and I like to eat the half spring chicken they used to sell at uTown Koufu. That, and I like to drink Kopi-O very specifically from the Arts Canteen (more... fragrant in the morning, imo). Yeah, that guy.
","Funny, Lost and Found, Nostalgia, Advice
SHARE:"
157,"Hi if anyone saw a silver Bering watch around UTown pls comment :) 
","Lost and Found
SHARE:"
158,"To Jxxxx Yeo, I found your EZ-link card yesterday at the MPSH exam venue. I handed it to the staff who said she will pass it to the Dean's Office. Please claim it there!
","Lost and Found
SHARE:"
159,"I am a chemistry graduate with cap < 3.0. Yes, I am aware that i suck as compared to other candidates and to further fall deeper into oblivion i have no internships. (Damn my naivety)

Have been considering to take up courses to upgrade my resume but they are so expensive. (Any recommended course to step into an admin exec role? Comment pls)

Anyone who graduated this year still struggling to get a job? Please like this post to pull me out of this slump and slap me out of my misery....I cant help thinking that I am the only one jobless right now.
","Funny, Lost and Found, Rant, Nostalgia, Advice
SHARE:"
160,"Lmao help anyone picked up a matric card (ends in 373E) which has a BT21 lanyard
","Lost and Found
SHARE:"
161,"Hey Sum Wan Kher, found your matric card outside Central Lib. Passed it to the library counter so please collect it from them!
","Lost and Found
SHARE:"
162,"Found a folder with notes belonging to Shi Hum Geh at the Deck on Friday. Please comment to collect.
","Lost and Found
SHARE:"
163,"Hi anyone seen a Tommy Hilfiger black male wallet at utown Finefood foodcourt? Last assumed to be there at 9pm. My matric card A0155627Y is inside. Can contact me if you found? I d got my 11B inside and it’s damn troublesome if I lose it. So Pls Help ????????
","Lost and Found
SHARE:"
164,"My friend used to study with me everyday, but ever since he met a girl in some module, he has abandoned me for her. Everytime I see them now I feel betrayed and a part of me died. What should I do to get him back? :(
","Lost and Found, Romance, Advice
SHARE:"
165,"Looking for a student named Tai Lok Sum from School of Engin. Picked up your card holder around CLB yesterday. 
","Lost and Found
SHARE:"
166,"Hi, I agree that environmental issues deserve our attention but drinking cold coffee or teh bing with no straw is doing duck lot of harms to your teeth. While we should aim to solve the issue, getting rid of straws completely is not the way. Perhaps put a certain cost/charge users some amount. 
PLEASE GIVE CHANCE LA,  I just wanna drink my kopi bing in peace. 
","Funny, Lost and Found, Romance, Rant, Nostalgia, Advice
SHARE:"
167,"ZM Yap:
Hi ANY KIND SOUL picked up a dark brown leather cardholder? 

I dropped it on 20th november at around 2000 to 2100h on bus D1 towards utown or at Utown itself. 

Inside theres an NRIC, Driving license, debit card and access card.
Nric ends in 419F.

The kind soul who picked it up please contact me or return to the security posts please :D

Thanks!!!
","Lost and Found
SHARE:"
168,"Hi guys, anyone saw and picked up a silver ring somewhere? there are two nicknames carved on the inner side of the ring. I think I lost it in biz canteen. there's a small triangular notch on the ring as well. just trying my luck i am out of my wits already T_T thanks :(
","Lost and Found
SHARE:"
169,"Left behind a MacBook charger (white, 87-watt power adapter with USB-C cable) outside ERC Starbucks. If you find it please hit me up!! Thanks :((
","Lost and Found
SHARE:"
170,"Did anyone chance upon a HPB Steps Tracker (Actxa Tempo 2)? I lost it in Science on Friday and am hoping someone found it. If you did, may you pass it to the Lost & Found? Thanks so much!
","Lost and Found
SHARE:"
171,"Anyone happen to find a small grey pouch at the CLB bus stop? If so, can you comment on this post and let me know if you've found it and if there's any way I can get it back from you?
","Lost and Found
SHARE:"
172,"I saw a very very cute guy this morning (thursday 15th nov) at around 10:30am on board bus D2 from KR Mrt to Utown. I wanted to give him my number but I was a coward who has never done this before and he was gone before I could do so. I have been regretting that the whole day and as crazy as it seems I'm gonna try here!

I think he boarded at the Faculty of Science, he looks caucasian and was wearing a greenish shirt, standing very close to the front door of the bus before he alighted at Utown. I saw him walk down the stairs to the first floor of SRC and I didn't have the guts to approach him. If by some sheer luck you are seeing this, do you wanna have some tea with me? (mdzm9620@gmail.com)
","Lost and Found, Romance, Advice
SHARE:"
173," Hi everyone, please leave a comment below if you happen to have found my matric card. I think I lost it around MRB yesterday (14/11/18)
Matric No. A0160467A. Thank you!
","Lost and Found
SHARE:"
174,"Lost black  iPhone found in math clinic s17 @ 14 Nov 5:10pm

I’ve pass it to s17 level 4 admin counter! 
","Lost and Found
SHARE:"
175,"Hi everyone, please leave a comment below if you happen to have seen my matric card. I think I lost it around Science canteen area on Friday (9 Nov). 
Matric No. A0144690A. Thank you!
","Lost and Found
SHARE:"
176,"Arka Maity, I found your matric card on the way from CLB to COM1. I left it at the security post at COM2.
","Lost and Found
SHARE:"
177,"Hi all, help spread around thanks
","Lost and Found
SHARE:"
178,"picked up a passion ezlink card near clb bus stop. dong jing hua, i'll be handing it over to security office at com1
","Lost and Found
SHARE:"
179,"Hi, somenone dropped his matric card during the engin welfare pack giveaway event today. If you are the owner of the card or happen to know the person, contact me at tele @erynotrey
","Lost and Found
SHARE:"
180,"To the girl in a black and white striped shirt who alighted from A1 at YIH this morning at around 11.13am, I hope you realised that you dropped your red folded wallet at the stairs leading down from the bus stop and got it back! Was on the bus so couldn't call out to let you know :-((
","Lost and Found
SHARE:"
181,"Someone left a glasses case (with glasses inside) on one of the NUS buses. I found it at the start of the journey from PGP right in front it the seats by the middle doors. 

They have been handed to the driver. 
","Lost and Found
SHARE:"
182,"Hi I lost my passioncard ezlink in UTown, ending with (683H) please let me know here if you find it thanks!
","Lost and Found
SHARE:"
183,"Hi! Pls call 92776769 if you spot a black toshiba 8GB thumb drive at BIZ2 05-10 :)))) It has a glass piggy tied to it with my name written on the cover. The thumb drive is my post psle gift and i had been using it ever since, will really appreciate if you can return it! :) Thanks so much!!!!
","Lost and Found
SHARE:"
184,"Anyone taking Japanese 6 looking to sell their Tobira Textbook? Comment below and I'll drop you a PM. 
","Lost and Found
SHARE:"
185,"Hi I dropped my card holder on the shuttle bus (D2) around 6.50-7PM today (31 Oct)! Contains my ezlink card and matriculation card (ending with 5190A)! 

Please contact me at 85001294 if found! Thanks a lot!! 
","Lost and Found
SHARE:"
186,"Hi!! I left my macbook pro charger (without the wire) plugged into the outlet in the study cluster at Science today at around 1pm. Please let me know if you have seen it. )))):
","Lost and Found
SHARE:"
187,"I presumably dropped my pass case on one of the A2 shuttle buses in school today. Its probably at the seats near the back door, and contains my concession card and matric card (matric num ending w 8821W).
If found, please contact me at @96737095, thank you in advance!!!
","Lost and Found
SHARE:"
