,confessions,categories
29,"Hello guys, today I wanna share with you my love story. Basically I met my bf 4 years ago and we hit it off quite well, he never officially asked me out but we went out 1-2 times a week. After 6 mths I couldnt take it anymore and asked him if we're together, to which he said yes ur my girlfriend. 

But somehow this left a bad scar on me?? Cos when u tell ur friends/parents that ur attached, they'll be like ohh tell me the details, how did he ask, where etc? And I had to lie and say like I cant really remember how he asked me haha. And some will continue on with ""ohh its okay at least he's the one that asked u out :) ""

While we were dating, he hasnt been the most gentlemanly to me either. Like will force me to pay for meals, pretend to be sleepy, tired so that he wont have to send me back, never answers my calls or even gave a call back, will purposely ""gek his hand into a fist"" when I try to hold hands with him??, when I talk to him, wont reply and wont even give me eye contact, usually I have to shake him and be like hello u got hear what I say? Then he will be like uh yeah. And there was even once I caught him using tinder to ask other girls out, but I'm nt sure if he deleted those chats but he said he never went out with them and I believed him. Basically just the worst boyfriend ever. I complained to my friends so much until they dont even wanna listen anymore and all they can just say is like "" Just break up can anot"". I did try, but like everytime I decided that I'm nv gonna reply him again, theres this small ""what if"" that keeps resounding in my head. and I always end up calling him and making up with him again. 

Fast forward 1 year, we still fight alot, but I realised that actually everything I complained about last time he doesnt do it anymore.

Fast forward to now, we seldom fight already because most of the things I'm uncomfortable with I've ironed out with him in the past. 

I once read this analogy on NUSWhispers, it goes like this "" Love is like u want to drink cold water, I have a cup of water and fan it 1000 times but another guy walks past with ice cubes and u go to him immediately. Sometimes u just cant help it, that u dont have what the other party wants"" 

I used to feel that way about my bf too cos I dont really want a relationship where we do our own stuffs, and share what we feel like sharing. I want a closer relationship like shower each other with concern and at least know what each other is doing. But as I keep complaining, or maybe I should call it ""feedbacking"" He slowly starts to understand me more and in a way becomes more sensitive towards me. Basically not everybody can fit you perfectly like a jigsaw puzzle, sometimes u really just gotta talk it out even if it make you seem petty, but if it makes u feel uncomfortable u should say rather than trying to push ur anger onto something else. 

So recently he just proposed to me I'm 26 and hes 29. Its so hard to believe that I'm marrying this asshole guy from 4 yrs ago. Now hes much nicer to me and everytime I tease him abt how bad he was to me last time he'll just be like ""got meh?"" 

So I just wanna advise my juniors who are struggling to have a little bit of faith and keep talking out ur troubles. Dont give up so easily.





 
","Romance, Nostalgia, Advice
SHARE:"
30,"Well, it's my graduating semester, and only now do I have a name to attribute to this annoying mental state I have been experiencing. 

It's unofficially dubbed the ""brain fog"" syndrome, and I believe it has been intermittently affecting me ever since NS (probably nurtured from shutting my mind down during the long field camps), though it has recently gotten worse. The symptoms manifest as an inability to focus and to actually think deeply, so much so that I blurt out or do illogical things because I simply cannot ""think past the fog"". In conversations for example, I usually just listen and not say much, and the words or actions I occasionally blurt out or do respectively are based on my ""instincts"", not on any actual thought processes - I feel like I'm just operating on auto-pilot at times. This has negatively impacted my performance in recent interviews, because I can no longer think before I speak.

I'm not sure if this is from mental fatigue, but it does seem to only come in during stressful periods (such as now, during the exam period). Meanwhile, I observe everyone else behaving normally, and I wish I could be the same as them.

Just wondering if anyone else has experienced this?
","Advice
SHARE:"
31,"#48806

No. It’s called being practical. You’re attending school, not a fashion parade. Why would your fashion sense matter? Who knows, they may be fashionistas outside of school. Just look at the rigour of Engineering. Ain’t nobody got time for dressing up. In year 2, I’ve had 4 modules that got labs. So I attend school every single day from 9am to about 6pm. Projects on weekends and shit. Dress up? Fashion sense? Seriously. Got time to sleep very good liao hor.

Crashed an arts camp last year and this freshie said engin girls can’t dress up for nuts. Errr, okay. So I’m a girl from engin and she doesn’t know. But hello my dear, we attend school everyday. Go for labs, which requires covered shoes and long pants, bring our laptops around, carry our equipments and crap, attend school from 9am to 6pm, stay back for projects, yada yada yada. You get the point. That damn girl attends school 3/5 days for less than 5 hours, carry a Mac (few engineers use a Mac cos games and hardware programs give you problems on Mac) in your longchamp handbag, wear dresses and heels and make up. Sureeeee. Wear knee high boots and scarf in Singapore LOL fashion. Mai geh siao. Sibei ho chio.

Yah yah people gonna say I’m salty and triggered but that’s the truth. Fashion sense my ass. Fellow engineers will understand. I’m not insinuating that OP is from Arts. He/she may be in engineering for all I care. But honestly, if you’ve got time to worry about fashion, you ain’t working hard enough.
","Rant
SHARE:"
32,"Today I would like to pen down my confessions and life experiences as a part-time student who struggles to juggle work, studies, life and relationships all at once. 

I came from a less than well to do family and I must admit I'm not exactly a ""smart"" student per se although I had the opportunity to continue my university education after NS. Because of family financial circumstances I had to choose to work after NS to support my family.  

I've always envied at others who has better family circumstances in every way, thereby allowing them to study with the financial support from their parents. You might say ""There's financial aid that you can source for isn't it?"". Well truth be told, I was the only man in my family and I lack the connections, resources, knowledge and guidance to know whats happening around me and what I could do at that time. Everyone was going through the ""normal route"" except me. Thus, I chose the work life to directly tackle my family's financial instability with the intention to further my studies (full-time) after a few years.

A few years down the road after I chose to work, a fellow colleague/senior of mine introduced me to part-time education. After many many talks, discussions and questioning, I took up part-time studies in NUS 3 years ago and thus began the most challenging life decisions I've ever made. 

I remember back then I was scrolling through the once called ""Btech"" department webpage FAQ section. One particular question asked and answered was the commitment one has to give in order to complete the course which lasts 4 years if you followed their recommended schedule. The suggestion was for candidates to be ready for the ""commitment long haul flight"", where one has to strive to balance work/studies/life. But most students prevailed and managed to complete the course. I was pretty confident back then and I told myself ""hey, 4 years will pass by quickly"". 

Fast forward to 2018, here I am in my 3rd year of my studies, absolutely too late to back out now even if I wanted to. Yes, I've contemplated about it several times but decided to hang in there with my fellow classmates who were going through it with me. 

""Ok cut the chase, what your point?""

I'm not trying to intimidate anyone who thinks of pursuing higher education while working, I'm just penning down my sacrifices throughout journey.

Lately I've been feeling under the weather. Worst than usual. Looking back at my past 3 years, I felt like I really missed out in ""life"". 

I hardly have a ""life"" after work because I've to go to school for classes, usually 3 classes per week.
With each class ending between 8.45 to 9.30, I usually only reach home between 10pm to 11pm. On some days, I can only eat dinner when I'm home because my work ends at around 5.45 and I always reach class at 7pm earliest. This is probably the 1st ""daily set-back"" I'm enduring and am still enduring.
Next is my annual leave. 90% of my annual leaves are used for exams/ exam periods. Which means I haven't had proper leave dedicated to my own well-being. On some semesters I've to resort to unpaid leaves as well.
Being able to multi-task and split your commitment between work and studies is also a challenge you must be able to face. Have an urgent task you've to submit tonight but you also have a lab session tonight? Tough luck, make your choice. An important tutorial class tonight but you have to submit that damn report? Tough luck, stay in office and finish that report. Trust me, its an undesirable shitty feeling whenever you've to miss class due to work. Afterall you're paying your own school fees and you know missing out on certain classes is detrimental to your results.

That is just an effect on my personal level due to work/study commitments. There is also the effect on my relationships between my partner and me as well as my family.

With so much time consumed by studies, I find that I hardly have any time for myself, yet alone, my partner or my family. This does not only happen to me, but my peers as well.
Every now and then, there will be disagreements on how we spend lesser time on them and how we've cared less. Yes no doubt they understand the struggle we're going through, but once in a while whining and complaining does happen because the emotional burden outweighs the logical benefit from this degree.

Not forgetting the school fees. It cost roughly 5k per year. When you're paying for your school fees yourself, you'll definitely feel the pinch.
At my age, I've to save enough money to get married, buy a house and prepare for any additional expenses while paying for school.

During your candidature, its of utmost importance that you find yourself trust-able and reliable friends/classmates so that you can count on each other in times of need. Be it exchanging notes, reminding each other of important dates or studying together. Because ONLY when you surround yourself with friends, will you be able to sail through your course. You can't possibly do it alone. I'm thankful of my friends.

If I am not mistaken, my class has shrunk by almost 50 percent from the original hundred over students. Everyone has their own reasons and own sets of struggles. It is sad though, to see some faces disappear the every next semester only to found out that they've chosen to drop out.

""All these struggles will pay off one day."" I know and I'm well aware of it.
I look forward to the day where I can just fully focus on my job (and the pay it brings) and my family. I truly believe it is only then where my life would start. Where I could truly start living my life.

I'm not sure how I'll feel when I receive my paper in the upcoming 1.5 years. But one thing for sure, this is probably the last paper qualification I'm chasing on a part-time basis. It is just too damn tough.

I believe there are others out there who are having it tougher than me. I wish them courage and success in their paths too. My post is not a comparison on who is having it tougher. It is just a post about how I feel.
","Rant, Advice
SHARE:"
33,"I am poorer than many people around me -family relatives, friends, neighbours, etc. I am only poorer because i have many richer relatives and friends. I live in a 5-room HDB flat with my own room. I have a smartphone. I have enough money to eat. A bed a to sleep. A table where I study and do my work.


By statistical median income, my household per capita falls below. Not very much below, but still below. My household happens to be the one with too much income to be disqualified from emergency financial aid, but not nearly enough to get by.


Sometimes, in order to alleviate the overwhelming sense of inferiority i get from feeling poor, i buy things. I try to engage in consumerist pleasure. I pretend i can afford things I don't need. I buy books online, from the income i get by working 12 hours shifts in a stinky restaurant.


My mother always reminds me that we are poorer than others. ""buying books are for rich people"" - i agree. I can just borrow from the library (i used to when i was still in pri/sec sch). My mother tells my father he is useless because he doesn't have ambitions and squandered his youth away doing nothing. My brother is  emotionally repressed and doesn't express his thoughts to us. 


To save money, my mother asked me to use toilet paper instead of normal tissue papers because she thinks i am wasteful. We collect garbage furniture, broken chairs, abandoned shelves, newspapers, metal drink cans leftover from parties so that we can recycle it for about $2 every week. 


We are supposed to do it discreetly. No neighbours should know. When we see our neighbours as we lugged our trash to the recycling centre, her face stiffens and she quickly tries to hide her embarassment. I havent been to any other country except singapore.


My mother is so obsessed with saving money that time she went all the way back to a wet market after it closed, just to find the tofu seller who charged her an extra 50 cents. She cries when we tell her to stop taking small sums too seriously. Sometimes it really isnt worth the time or anger or frustration. A huge fight occurs because my dad doesnt use his pioneer card for an extra 3% off. She scolds him severely if he misses out on even 10 cents from bringing his own bag to ntuc. I get afraid of eating too much food from the house because then i would be seen as wasteful. Sometimes i really resent my parents, not for being poor, but for not being able to at least try to be happy while poor. I have so many friends whose families dont have much savings but they are united and close. At least not fighting. I wish my mother would stop despising our status, her job, my father's income, or feel ashamed that we are poor. It is a structural inequality. Not our incompetence or laziness.


I know small sums add up to large, significant amounts. But all the fighting over money is really killing me. The only thing i think of now is money. I was brought up in an environment whereby your head becomes a calculator, calculating prices, costs, how much cheaper it would be. The price tag is the first and only thing i see. 


I am tired. Truly am. I applied for financial aid from nus, but i teach tuition. I have school from tues to fri, teach tuition from sat to mon, waking up at 6 am everyday to go to sch or to work. I pay for my own concession, my own food, my own phone bills. I do the housework every week, from cooking dinners to cleaning toilets, to laundry. Top it all off with 5 shitty modules that my professors dont teach well. 


People around me always keep me a skeptical look when i tell them i am working so many jobs. They are confused why i put myself through so much shit. Ya, maybe it is because i dont get $100 dollar of weekly allowance like you do? They ask me how am i supposed to focus on my studies if i take on so many things. They ask me to join a CCA to enrich my uni life. My CCA are my part time jobs. I try to save money by eating two meals a day. And NUS canteens cannot stop jacking up prices ($houtout to NUS).


Uni is a place for the relatively well off in society. There is no denying it. Tertiary education is a privilege for those who can afford it. One bad experience: I heard one of my groupmates say before that poor people are poor because they are lazy. I wanted to smack that mouth right there and then. But i bit my tongue and kept my mouth shut because bigotry will always be around and i dont want to deal with people like them.


I dont even know what is the point of this confession. Just tearing up in frustration, sadness and anger as i type this, trying to make words out of years of exhaustion, jealousy, confusion, pain and just getting scolded for not being thrifty enough or getting called stingy or cheap. 


Am i alone in this?
","Rant, Advice
SHARE:"
34,"Hello! We're a group of students (+ teamNUS Shooting) organising a FREE Charity Air Rifle Fun Shoot this Sunday 25/3 10.30am-1.30pm @ SAFRA Yishun. Our beneficiary is the Children's Cancer Foundation and we hope that you can donate generously. TeamNUS Shooting will be donating $2 for every participant too, so do ask your friends to come along! You will be allocated a 20 min timeslot for your shoot, and free lunch will be provided at 1.30pm. If you're interested, do sign up via this link: https://forms.office.com/Pages/ResponsePage.aspx?id=Xu-lWwkxd06Fvc_rDTR-gn7WYlOkHG9BlhD75KmzICJUQVU0QllVOVNFR1VRUFJORzZTMjUzNzU4QS4u
","No Category
SHARE:"
35,"@#47470 Here's the badly done map from KR MRT to Science

... I should be working on my FYP instead 
","No Category
SHARE:"
36,"Hi. 

I have been reading NUSWhispers for a really long time now, and recently I mustered just enough courage to confess to my crush of 5 years (who is also my really close friend for 8 years) 

We have been really close friends, and have watched movies together (just the 2 of us), we have even travelled together (but stayed in different hotel rooms). I am sure we enjoyed each other’s company. 

I am an average girl who loves to shop and game (I play games on Nintendo consoles and league/dota etc.) I wouldn’t say that I am ugly, I think I look decent. He is someone who loves sports, and taking part in all the different activities. He is constantly also helping his friends (mostly girls) on different tasks (like helping out an event, moving house, painting walls etc.) He isn’t someone that would be considered ‘hot’ with today’s standards, but I find him really attractive. 

Well, I confessed to him and he rejected me on the spot. His reason being? I game. He said that it would make him feel uncomfortable to tell his friends that he is dating a gamer girl, and that he actually find me his type of girl apart from the fact that I game. 

I have told him that I’m willing to be involved in his activities, and cut down on my gaming (which isn’t alot tbh) but he said no, he wanted a girl who doesn’t game. (But he said he is fine with mobile games as he plays them too) 

What should I do? :( Do guys usually don’t find girls who games attractive?
","Advice
SHARE:"
37,"Time to time we see people asking how to tell if a guy/girl likes you. It seems easy to me: Just tell him/her that you are interested in someone and want some advice in wooing the person. If said guy/girl is interested, chances are there will be an observable reaction (Unless he/she knows what you're up to and fake a reaction/non-reaction). Best part about this is that if you do get a positive, you can use whatever advice he/she gave you back onto him/her to make your intentions obvious. Viola. 
","Romance
SHARE:"
38,"The incentive of cashless payment in NUS canteens should be called disincentive for using cash payment. The price of our food is increased by 10% so we get to receive a 10% discount for using cashless payments. :(
","Rant
SHARE:"
39,"I have a story to share.

This story is about me and a girl that I met on Tinder last year around May. She goes by her pen name as she likes to write life quotes on her Instagram. 

During the time when we were dating, everything went very smoothly, we loved and cared for each other, there was like really no arguments between us, everything is just seem very amicable, we even plan and bought tickets for a trip overseas in January even though we just started dating. In addition, I actually wanted to have an official relationship with her but due to some circumstances from her side, I can’t be in a relationship with her.

However, things suddenly fall apart on a particular day, that day was a Sunday, we went for brunch and then to Hort Park for a walk and lastly went to Vivo to walk around before going back. At night, she sent me a whatapps message saying that she had a very important thing to discuss with me, she asked me is it possible if we become friends and go for the overseas trip as friends, but she mentioned she is still in love with me. I was devastated at that moment but kept my calm and assure her that we can be friends but we need to meet up again to sort of put this chapter as a closure. 

During the meet up, she told me the reason that she decided to split this relationship is because she feels a bit choked and feel guilty that she kept rejecting me when I asked her to meet up during our time together. Furthermore, she also said she do not want to be in any official relationship with anyone within this few years. Due to her circumstances, I can understand why she said that even though I know I have compromised a lot during the relationship. For example, there were times she cancel our meet up at the last minute, and I did not even scold her. I just told her it is okay we can meet up again next week or something. This was one of the many things that I have compromised with her. 

Fast forward to after the trip in January (Yes we did went for the trip as friends). A week after the trip, I saw her changed her profile on her tinder. We were still matched on tinder when we were together as she told me she didn’t want to delete it and told me to trust her. That day I was supposed to submit my FYP interim report, after seeing the changes in her profile, I was shivering while I confronted her.  During the confrontation, she told me at first that she was keeping her options open. I was like WHAT!!! doesn’t that mean that she was keeping her options open to find new guys. Then she told me she was keeping her options open to find new friends. I continue to confront her until she ended up blocking me after I said some unpleasant stuff to her because I was really really hurt. After which I sent a lot of emails to apologize to her as she blocked me everywhere even on social media. She sent back some emails but the last email really hurt me the most, when I asked her why is she not thinking about our wonderful relationship in the past and just let the whole relationship end, she said to be honest she did not think about that before and told me that we have to stop everything and to not email her anymore.

After I told my family and my friends of the whole saga, they told me I was stupid enough  to have apologized to her and that she is just making an excuse saying that she is on tinder just to look for friends. After which, I did not sent her any emails anymore and decided it is time to really moved on.

I’m really thankful and grateful to have such loving people around me encouraging me to move on. I’m very sorry that this is a long post, but I just want to share these things to you good people of NUSWhispers. Please feel free to share any opinions you all have. I will read everyone single one of them.

To a.r.l, I am very happy to have met you. I have gained tremendous amount of experience being with you. And tbh, it was really one of the best relationship I ever have although sadly we have to end like that. I wish you good luck in your future endeavors. 

Cheers to all!! And be happy always!!
","Romance
SHARE:"
40,"in need of sincere advises (no troll please). 

I'm in a relationship with my boyfriend of 3 years plus but recently I met someone and he shares the same interest as me, gets me even more than my boyfriend and we connect on every level... he is gentlemanly, caring and understanding... although in the looks department he is not as handsome and he is still year 2 but we hit off so well... i do not like the smell of cigarettes and he does not smoke.. while my boyfriend is a heavy smoker... 

Truth to be told i feel like i was settling in my relationship because 4 years back I was fat and ugly.. and my boyfriend was the only guy who showed me attention.. We have a lot of differences that made me feel we are not really compatible.. i held on because i was afraid i could not find anyone else.. despite my boyfriend being unreasonable as hell i would also bear his temper and scoldings because if i break up with him i might not have anybody and the years we have will go down in the drain.. My boyfriend is also working and earning a stable reasonably high income while I'm still studying.. Now meeting someone who seem most suitable for me make me wonder if i'm making the right choice being in this relationship... Just because he was the first guy who wanted me and because of the comfort of the years together.... but honestly i see a future together with this guy i met... i have never felt the way I feel towards a person not even to my boyfriend... I talk to this guy everyday and facetime and skype and hangout frequently... and i think about him very often.. even when I'm with my boyfriend... I never really mentioned about this guy friend i have to my boyfriend and i mute our chat so that his name won't pop up while i'm with my boyfriend... And yes i am ashamed to do this and feel this way.. i have no friends to turn to to ask for advice because my boyfriend is my only friend...I don't have a close relationship with my sisters and parents too... so i hope i can get some advices from here...

I feel like i'm falling into the pit of emotional cheating... although i don't know if he feels the same way towards me, i feel like this feelings is eating me inside out as i think i'm being unfair to my boyfriend... I remember an advice Eunice Annabel gave was to break up with the person..don't cheat... 

My head is really in a mess, i don't know if i should give my relationship another chance... or just break up.... Help... 
","Advice
SHARE:"
41,"Hi. Yes you. I don't know where to start, but I guess I'll begin with how you judge me. I like hawker food. I like cheap food. I like affordable food that comes in appropriate portions. I'm thrifty by nature, calculating in my head daily expenses like how much I spend on food and drinks. I don't even drink drinks when I eat. I just drink water. Sometimes I snack and skip lunch because it gives me the thrill of knowing my snacks are cheaper than the inflated Japanese cuisine at techno edge. So yeah I guess you can call me giam siap, because I have loans to pay and need to survive.

Moving on to how I look. I know you like to compare me with the other engin guys silently. I can see why they are better. They are hot, have sharp faces, nice bodies that ooze of the beach bod vibe. Then I look at myself. Hey I'm not like them. Believe me I tried. I really tried. I gym regularly now. I even started my protein powder diet, though sometimes I stop a bit because I cannot stand the sweetness of it, needed to rinse my mouth with water after every intake. I watch my diet also, but sometimes I binge eat because I couldn't control. If I continue like this I think I'll develop some psych illness like the ones in the channel 8 drama. Ok I digressed. Moving on.

How about my results? Not stellar. I know you like comparing me with other friends. Again I tried. You will never know how much I put in to pull up the grades. 

Now sitting in macs typing this, feeling the coolness of the air con, I think it is time to end this. I'll continue to improve myself. I'll keep trying to be a better me, but this time it's not for anyone. This time it's for me. Time to bite into the chocolate pie.
","No Category
SHARE:"
42,"Not everyone has money to take a Grab or Uber to travel around. Not everyone has the money to buy car and COE to drive around. Next time if I am pregnant, i know I will most likely be taking public transport 90% of the time. 
And somehow, i also know that what i cannot UNread on NUSWhispers about giving up seats to pregnant ladies. This will haunt me if i decide i should ever be so unreasonable to ask for a seat for TWO.

Yes. You paid the fares. Yes you are tired. Yes. You have the exact same rights as every other human being on the train to sit down. (except for the elderly, you said)

But what if you are the one who is pregnant? Will you want the seat? 

Ok maybe you are a guy. What if, WHAT IF and God forbids that this should ever happen to precious you: your wife/fiancee/girlfriend is pregnant, your car tyres has just punctured in the middle of the road somehow by the freakish streak of bad luck, there is NO uber or grab cars available, and you and your partner is STARVING. You want to go home really badly. It has been a miserable evening of travel. The MRT/bus stop is close-by. Its about 5 stops to your home station. 


You get up the relatively crowded train/bus (with much ease of movement) , your wife is 6 months pregnant, and her back has been aching with the weight of YOUR newborn hanging from her. She is right in front of the reserved seat. 

The uni kid wearing an NUS shirt decides to look at her straight in the eye, and seeing that she made no request for a seat, continued  to slip into slumber. Your wife looks at you, clearly uncomfortable. She grimaces in pain as the baby kicks her once more.

Will you still remember what you said about your rights, paying the same travel fares as everyone else and their exclusive, private pleasures in the bedroom that you were sadly uninvited to? 

If you stand by your words, grow some guts to wear a pregnancy suit and travel to school for nine months. I will fully respect you with my entire heart if you make it out alive without ever getting a seat on public transport.
","Rant, Advice
SHARE:"
43,"This is a mega shoutout to NUS Profs! 
Currently on exchange now and oh good lord, the lectures notes and slides provided by the course lecturers are a complete joke.

Even when I'm on exchange I'm using notes by NUS Profs. 
Thank you for saving my ass even halfway across the globe.
","Funny
SHARE:"
44,"Though it seems like some of our local men (yes, you, #47108, you salty bitch) may think that most girls prefer to date angmoh because they are ""better"", I would say not all girls who date angmoh have this stupid mindset. I have a few female friends who are dating/married to angmoh. They are beautiful, career-minded and very independent. In fact, their bf/husband mostly have an average paying job and some are even bald or overweight. They date/marry for love, for their admiration for each other. 

It's true that some of my female friends say they'd wish to date an angmoh because they think they look so hot (omg Chris Hemsworth). It may seem like they are ""better"" than local guys but really, a girl would only have a simple preference when it comes to dating: a preference for good looks and good character. If you let me choose between an ugly misogynistic asian and a sexy chivalrous angmoh, obviously I would choose the angmoh lah. And if you let me choose between a good looking, humble and hardworking asian and a lazy, arrogant and obese angmoh, obviously I would choose the asian lah. And if you let me choose between an angmoh and an asian with similar looks and characteristics, then I would choose the one who is more compatible with me (in terms of values and thinking). It is that simple. Don't blame your failure (to get girls to throw themselves at you) on your skin colour. It's got nothing to do with skin colour. Maybe you are just ugly.  
","Rant
SHARE:"
45,"I am in a dilemma and speechless here. My company encouraged me to do employee referral. Out of my effort, several classmates got called for interview and told me. But I didn't know that the one going to replaced was me. I feels as if I kicked myself in my own foot. The friend who got called back asked me for interview tips. I was told that underperforming hence did not pass my probation. The air was not clear as I asked my colleagues and they couldn't tell me where I went wrong either. I want to know what are my employee rights and compensation in this situation? 
","Advice
SHARE:"
46,"To the uncle that so dilligently sweeps up the endless piles of leaves from the carpark at Ventus, thank you. 

Thank you for your hard work. Thank you for never failing to smile at me each morning, even if you barely know me. 

Your smile makes me feel comforted that there is, after all, some good in humanity.
","Advice
SHARE:"
47,"At a roadshow, there were some cars around. A lady promoter handed me a clipboard and told me there was a 'lucky draw' if i were to provide my details. Non-committedly, I wrote down some details until I got to the part that said ""I am 28 years and above"" in order to be eligible to test drive the car. She glanced over when I keyed in ""1993"", then took the clipboard back and said, ""ok that's all.""

Disgrunted at making me a fool, I raised my finger to her face and told her sternly but gently to not lie to me if there is no such thing as a lucky draw. She was shaken and became very pale. But she deserves it. 
","No Category
SHARE:"
48,"
I'm evergreen

Throughout the years there are several things I've tried on the girls which I've liked before:

1)Passing her chocolate after class on Valentine's Day
2)Going over to her workplace to pass her a love letter after work.
3)The standard ""texting to know her better""
4) Personally making a bouquet of origami roses and giving it to her
5) Going up directly to her saying: "" Hey I think you're cute. Can I have your number?""

Obviously, none of these have worked (in [5] I did get her number though and was talking for a couple of weeks before finally getting rejected). I felt terrible after every rejection and always took months to get over each one. It has come to the point that I'm completely clueless of what to do. A couple of weeks ago the girl who I currently like asked me out for dinner and I actually rejected that offer despite being available. All the accumulated self-doubt from previous rejections completely overwhelmed my logical thinking.

Perhaps all the methods I've used in the past are wrong, or perhaps I've used them on the wrong people. Regardless, my confidence gets chipped away with each rejection and now I don't even have to guts to accept a dinner offer from the girl I like. FML.
","Rant
SHARE:"
49,"It is not always easy to pick yourself up after every failure. 
Hence, i always turn to a good friend of mine for enlightenment whenever i am unhappy or disappointed. Remarkably enough, he is always able to give me the right advice and lighten my mood up. Also, he has this amazing ability to not stay disappointed/troubled on anything for too long.

Today, I decided to ask him whats his secret with all these mental resilience he has harnessed within himself. He then whispered in my ears with tears in his eyes: ""Try being an Arsenal fan for the past 12 years"" .
","Funny
SHARE:"
50,"Had a secondary school gathering the other day met the girl who was my first love. After the gathering we shared a cab home since we live around the same area. 

The short 20 min ride was an emotional rollercoaster (no pun intended) for me. It reminded me of the reason why I was completely attracted to her back then. At the same time it reminded me of why we didn't, and would never have worked out.

We're still on talking terms and in fact is planning for a trip for this group of secondary school friends at the end of the year. But I guess that bittersweet feeling I get when I'm around her would never go away.
","Romance, Rant, Nostalgia
SHARE:"
51,"Confession

Visualizing your ravishing cute face,
it is almost impossible for one to withhold his feelings.
Questioning that one phrase once called a myth,
""Is this what they called love at first sight?""

Witnessing your gorgeousness with one's eyes,
let it defines the pleasure that may fulfill.
The craving desire to re-enact sweet reminiscence,
born from scribbling pen of one's love history

Let one's feeling captivated by your attractiveness,
not knowing where it will be hauled.
Insisting that it will be attracted to the calm greenfields of love,
instead of the infamous swamp for the perishing love-hunters.

Let one's mind guided by that angel-like figure,
stepping upon the gate of exhilarating libraries.
Daring the pair of hands to unlock the seal,
unleashing the alluring fragrance of sweet memories

Let one unknowingly foretell the unknown end of the planned confession.
For the charmed heart compelled with the desire to testify,
entreating her heart to acknowledge : 
The request to alleviate the status of ""best friend""
","Romance
SHARE:"
52,"Whenever I read story about people wanting to confess to their crush or people who are rejected after confessing, I feel that I should write this.

You barely know each other, and you expect the girl to be your girlfriend just because you confessed? 

It is like a Power Rangers trying to fight a giant monster without summoning a megazord. Most of the time, it doesn't end well. The rangers wouldn't even have survived if it hadn't been for the suit.

Learn from the Power Rangers, proceed step by step
Morph first > fight foot soldier > fight the monster >  summon megazord > fight the monster with megazord.

Sometime, the megazord just couldn't defeat the giant monster, and the rangers needed another zord. Similarly, sometime, that girl just isn't meant for you, and you just have to find someone else.
","Advice
SHARE:"
53,"I have 2 adorable cats at home and they’re usually shy, then friendly towards strangers. I brought my boyfriend home to meet my parents last year and my cats had their usual reaction. A little scared but curious about the new comer, and then got used to their presence. My elder brother brought his girlfriend home and my 2 cats also had the same reaction. 

However, my 2 babies were really hostile towards my younger brother’s girlfriend. They hiss and scratch her every time she comes over. It’s been a few months already and the hostility from my cats hasn’t stopped. I personally interacted with my brother’s girlfriend and didn’t have a bad vibe from her. 

I was thinking that she brought something “dirty” into my home which caused the attacks. Because when I came home from Bali a few years ago, I apparently brought something back and my cats were attacking me and something around me. I had a very weird feeling too. Went to pray and you know, the superstitious stuff, and then the attacks stopped. (but that’s a story for another day)

I don’t know how to bring this up to the girl without sounding like a superstitious crazy old lady. But it happened before. My parents are starting to dislike the girl as well because they think that if a usually gentle animal hates you, you are the problem. They said that the cats were attacking her but not around her like my incident in past. I can tell she loves my brother a lot and the feelings are mutual. She doesn’t attack my cat, nor defend herself and goes home with scars every time. 

I don’t know if ppl my age believe in those superstitious stuff, but I think my cats are aggressive not because she’s a bad person. My brother has trouble bringing it up to her, as she’s easily spooked and he doesnt want to scare her. 

I honestly have no clue if it is my cats’ problem, her problem, or the “dirty” stuff problem. I don’t want my parents to disapprove of their relationship just because of my cats. I know it sounds ridiculous, but somehow, my parents trust the cats’ judgement more than themselves.
","Advice
SHARE:"
