,confessions,categories
139,"Just gotta give a thumbs up to the CS2040c teaching team. Firstly, Prof Steven Halim really structures the module excellently with good use to his personal website (World of Seven). He starts by introducing himself at Week 0 and sets the standards of the module in the process. Although it is true that flipped classroom might be time consuming due to the extra time spent reading up before the class coupled with Prof's insistence of not recording the lecture,  these are just small obstacles that one can slowly overcome. 

Secondly, his assignments are not that rush and gives the student adequate timing to finish the questions. He even scaled the questions down from 2/3 after getting feedback from students that the workload is too high. Now this is what I call listening to student's feedback. 

Lastly, he has an amazing team of TA (not to mention kattis the cat) backing him up throughout this module. Providing consultation slots every week despite their personal busy schedules. 

Regardless of what grades I receive for this module, hoping for the B+, I really enjoy it. Thank you Prof Steven as well as all the TA's making it an excellent module!
","Nostalgia
SHARE:"
140,"Why is it that everyone hates engineering? I tell my relatives that I am in enginering and they laugh at me. Is engineering prospects really looked down upon and that bad? Should I switch fields?
","Nostalgia
SHARE:"
141,"I got into NUS 10 years ago. Due to family issues affecting me, I went on LOA and even when I’m back, my grades dropped tremendously and was dismissed. I didn’t even try to appeal back then. Now I have a career and am doing fine in life, I still think of going back to sch and complete what I have not completed. I was rejected for full time programmes, will I stand a better chance for part time ones?
","Nostalgia, Advice
SHARE:"
142,"To the guy who switched the fan on for me during the 9am exam today (29th),
Thank you very much!!! It was a very touching action and it honestly made my day :) 
","Nostalgia
SHARE:"
143,"What are the most useful and popular portals for job application? Been using Jobstreet and CareerGov but not getting much calls. I also use NUS job portal but most postings are not applicable for me. Not sure if my resume suck or current job market is bad... 
","Lost and Found, Rant, Nostalgia, Advice
SHARE:"
144,"It has almost been a year.

Those sleepless nights thinking about my code. The various sighs of how things could have ended better. The neon green light on a black laptop that sat on the desk. The emails marking the end of the course and semester.

The many thoughts that ran through my mind as I held the mug of coffee with both hands.


Silent wondering, if perhaps one year from now the exact same thoughts are running through the minds of the next graduating batch.

But it doesn't matter. It doesn't matter if I'm alone now or with a company of friends, because all these won't be important soon enough.

All the best guys.

-F.A.
","Nostalgia
SHARE:"
145,"I saw him again today, and I was reminded of what you did while we were together. I don't think I was an unreasonable boyfriend to you, and I believed that you were trying to be the best girlfriend you could to me.

But you cheated on me with him, and I only found out after your friends let me know that he always went home with you and that you guys would disappear for hours on end in school. I wasn't in the same school, and I just trusted that you wouldn't do anything funny in school, or that you wouldn't do anything while home alone. I can't get over what he did with you, and I can't stop imagining how it played out.

Did he approach you first or were you the one who approached him? After all, the receipt for condoms was with you.

I just can't get over what he did to you, even though it's been years and years since. I guess I'll never know.
","Romance, Rant, Nostalgia
SHARE:"
146,"This is a reply to Mr. Btech is better than Beng and the whole ""grades don't matter"" debate. Honestly who are you trying to fool? Grades f**king matter in our society, like it or not. Employers sort by honours class and grade first when deciding who to even call for interview.  I agree with that commenter who said that saying these things gives kids the wrong impression. Why? Because I was one of them myself, and I wasn't a kid.

I was a relatively good student out of JC, entering NUS with a >85 rp score. But during my first and second years in hall, I joined up with a group of friends who told me ""grades don't matter, passion does"" everyday. I spent increasing amount of time on my 2 NUS and 6 hall CCAs, volunteering, NUSSU, etc. Predictably my grades suffered for it, and I got a CAP 2.88 at the end of my second year which shocked my parents who always saw me as an above-average student.

Obviously they advised me to study more and quit some of my commitments. But being brainwashed by my friends, who were mostly in the same position, I just said the ""grades don't matter, passion does"" thing back to them. I graduated with a pass degree, and set out into the working world with what I thought was a world-class resume of achievements. To give you a short sample, I represented NUS in 5 inter-varsity competitions in 2 sports, was leader of 2 hall CCAs, organised and carried out 3 overseas volunteering trips, was a NUSSU exco rep, had 4 internships other than the compulsory one, and many more.

Imagine my shock when week after week, companies ghosted me without even telling me that I hadn't been shortlisted for interview. After about a month of this, I started calling back HR departments and asked what happened to my application. Most of the answers were ""your CAP is too low for us to justify giving you an interview"". But what about my long long list of non-academic achievements? ""I'm sorry, your CAP is too low"". These are words that I have heard a dozen times over the phone, verbatim, so don't you dare tell me that employers in Singapore don't care about grades.

I thought that my passion, particularly the internship experience and the organising of overseas trips, would demonstrate my worth to be employed. And I thought that I showed more leadership than almost all graduates with my laundry list of leadership positions. But you know what? None of that matters if the first barrier to hiring is ""what's your honours class"". Every person I know with first class got hired within 2 months of graduation, while I lingered around in my fruitless job search for nearly a year and spiralled into severe depression.

This story doesn't have a happy ending. I eventually got a job, but in a dead-end role (no career progression) and my salary was much lower than my peers. Your first job determines your career, since companies often look at your previous pay when deciding how much to pay you for a new job. I graduated 6 years ago, and I'm consistently earning less than others who got second upper/first class. As for my group of friends? It turns out that most of them are rich, and weren't concerned about finding a job. Some of them are doing charity work now, but most are employed in their family company in various do-nothing roles. I drifted apart from them when I became depressed, and I doubt many of them even think about me any more.

If you've read this far, then thanks for listening to my story. Most of the blame lies squarely on me for not studying harder when I had the opportunity, but I wish that no one had told me that ""grades don't matter"". GRADES DO MATTER, and if you think otherwise you'll end up like me, surfing a university confessions page and wondering about all the things you could have done differently when you were an undergrad. So good luck in your studies, and don't ever fall into the trap of thinking that grades are useless!

PS. Admins pls don't filter, I think that people on this page really need to hear this.

PPS. Also to the OP, I really hate how you always use the fact that you're an employer to talk down to students on this page condescendingly. FYI this is an anonymous page, I can say that I'm the CEO of ST Engineering with 40+ years of experience and refute all your points. But instead I'm just going to offer my life story and let them judge for themselves who is right.
","Rant, Nostalgia, Advice
SHARE:"
147,"If you have lost your Marvel EZ Link-card (see picture attached) in the air-conditioned area of UTown FoodClique sometime on Tuesday evening (16 April), kindly take note that it has been handed in to the Lost & Found at Student Service Centre, Yusof Ishak House. 

You can liaise with them during office hours to recover the card, in time for the opening of Avengers: Endgame.
","Lost and Found, Nostalgia, Advice
SHARE:"
148,"Good evening to all. I'm the OP for #61516. 

For the past few days I had read through the various replies towards my post about BTech and I'm heartened to receive mostly positive reactions. But I believe there are a few points raised by various comments I should address.

But before I begin, please, please, type ""btech"" into the search bar and look at the all past post about btech. You would understand that there are students out there who do feel inferior, when compared to a BEng student. There are students who are lost, wondering whether to take up BTech. Remember that my post wasn't explicitly meant to glorify BTech. My post was to give an insight from an employer's POV and to motivate, albeit with a little bit of comparison between BTech and BEng. Because as I've mentioned, that post was triggered over a conversation that I overheard.

Some of you take it to challenge my POV and I welcome that. I have over 17 years of experience since I graduated from BEng and my POV is going to be a very direct one, from an ex-employee into an employer's POV.

Employers do not care how much hard work you put into to land yourself into NUS/NTU/govt universities.
Employers do not care how much you suffered while you are in school. Employers do not care how stress you were when you are taking 5 modules along with CCAs.
Employers do not care about the personal history and emotional baggage of all prospective interviewees and how they fought for placings.
Employers certainly do not care about your jealousy towards a particular individual who f*cked around during his younger days and managed to secure himself in BTech while you slog your life away in BEng, with a 5.0 GPA.

Remember, every hiring manager (probably) was an undergraduate once. We know the hardship. You are NOT special. We do not know you. You do not deserve our emotional attention on why you are more worthy just because you think you worked very hard for it.

Lets be practical. My company is like a bleeding wound. I need someone who can stop the bleed. Your hard work securing that 5.0 GPA and your water canoe (sorry for using you an example) CCA isn't going to help me with that.

Every year I have hundreds of students who apply for jobs. All highlighting about their GPAs and their merit achievements. Fair enough, that is all they have to showcase about themselves. Having those positive points in your resume only tells me 2 things. You are able to multi-task between school and other activities, and you did your homework before taking your exam.

When I hire an undergraduate, I expect them to think like an undergraduate. When I hire a graduate, I expect them to think like a graduate. When I hire a diploma graduate, I expect them to think like a diploma graduate. That is, you know your stuffs. Besides your theoretical knowledge on the subject, you have nothing to bring to the table to scale my company's business higher. With that piece of paper, you enter the workforce as a blank piece of paper and you go around demanding high pay while having sub-par knowledge and/or experience. Employers do not appreciate that. We need talents. We have budget. Sense of self-entitlement no? Elitist thinking that you are better just because you're from BEng?

Getting a degree is like a rite of passage for most of us. But it is a very carefully considered decision for full time working adults. Especially for long haul courses like BTech, where I'm aware that class sizes shrinks up to 50% to 60% from first year towards the last.

I do not doubt the quality that BEng offers. I certainly agree that BTech's curriculum stringency is watered down. To say that BTech students in general only want to pass is true as well. Which was precisely why I said the truth lies in the students themselves.

You can offer an incredibly quality content rich course like BEng. When you have students who graduated with flying colours, yet unable to perform their task as expected, it's a fail. You can offer a watered down BTech course. When you have student's who's goal is to pass and forget, is also a fail.

Like what one of our fellow OP said,

- Part time BTech is easier to pass but harder to maintain
- Full time BEng is harder to pass but has higher quality learning
- Both produces graduates of the same calibre, mostly overconfident but cmi


They're equally true. Whether they can bring the required knowledge and skills to the table, it's entirely up to them. To outright say that BEng is more superior than BTech is misleading. Likewise to say that BTech is inferior compared to BEng. 

At the end of the day, whoever can contribute most to the company, is favored most. (Copy, Paste)Employers looks for more than paper qualifications. The character, knowledge and skills that a BTech student presents, is worth more than a fresh graduate's first class hons. 5 years down the road, whoever can offer more of their skills and knowledge, whoever can display more achievements, goes to better places, be it a BEng or a BTech.


And for god's sake, can you students please stop with all these sexual dramas in school. Is that why my applicants mostly fail because they're more concern about having sex than actually studying. It is even more happening than K dramas.

Peace.
","Funny, Romance, Nostalgia, Advice
SHARE:"
149,"Hi there, A.

You were right in front of me today, but you didn't notice me. Or maybe you did, but you didn't show it.

Its been 5 years since we last talked. I wonder how you're doing a lot. Today I saw you happily clicking away on your camera and my heart just melted like the first time a long time ago.

I'm glad to see you didn't change. I'm glad that whatever happened between us didn't change you, or maybe you've gotten over it.

I hope you don't mind that I snapped a photo of you. I think you heard me, seeing how your head jerked in my direction when I pressed the shutter. You always complained my camera was noisy. But it was dark and I really hope you didn't see me. 

Maybe one day we'll meet again under better circumstances. Maybe we'll be able to start anew.

Until then, I guess I'll just be waiting.

Love, V.
","Romance, Nostalgia
SHARE:"
150,"During year 1, we were paired up for a sem in a particular module. We started to get to know each other by talking and then u started to jio me out to study etc. Slowly I developed a crush on you. All the initiations you did to me, I really can't tell whether you felt the same as me (One day after class I told u I was tired and u wanted to offer your keys to me so I can nap in your room for a while). 

So somehow we drifted apart in sem 2 onwards, idk why. While we drift apart the crush feeling also fade along with time. From sem 1 till now my friends still teased me that u liked me. Last time I secretly wished u confessed to me, but right now I told myself it's impossible since we drifted apart. Do u really have feelings for me back then, maybe till now? I kept psycho-ing myself that u r just treating me as a close friend, but having 5 friends and parents telling me that u liked me for the past 1.5 years, I got curious now. 

So have u crushed on me b4? I'm curious about your answer, but I dare not tell u in person. Also, whatever answer u had in mind, it doesn't matter to me anymore, because I'm happily attached to someone alr. ^^
","Romance, Nostalgia
SHARE:"
151,"is it weird that i occasionally wear my jc school skirt as part of my outfit to school occasionally? I find it really pretty (and i guess a little bit of nostalgia) so I wear it sometimes, but a couple of my friend tease me about it :(
","Nostalgia, Advice
SHARE:"
152,"#61241: Would you happen to have come from GEP (mech eng) a few years back? 

My apologies, but there is an... acquaintance I have not seen for a few years now, and I wonder how she's doing. Her FYP was something to do with manufacturing frames for glasses. 

I may have been forgotten (for good reason, I'd think), but I used to fold paper flowers and draw on whiteboards, if it's any clue.

I don't have facebook or anything, so... here I am, I guess.

Anyway, perhaps, on the reeeeaaaaally slim chance that if you are her, you'd drop by r/singapore on reddit? It'll be great to re-connect with a friend once again.
","Funny, Nostalgia
SHARE:"
153,"It is the time of the semester again where stress levels are supposed to be going through the roof. However, for me this semester is different. Despite all the looming deadlines and assignments, I no longer feel the stress and sense of urgency that I used to have. Have I achieved enlightenment or is this a rite of passage for every NUS student?
","Nostalgia
SHARE:"
154,"Hi all,

I'm an NUS undergrad, whose faculty does not comment on NUSWhispers often (always studying). My seniors are way too busy and don't come to school most of the time so they don't really read this page. But I do read this page for entertainment sake and let me say that I really love this page. The thought processes and reasoning evident by the unique netizens in the comment section here is well... unique. Needless to say, it is very different from the opinions and arguments which my faculty mates and I have (by many many many miles).

In my faculty, brains and critical thinking are a must if I want to communicate effectively with my peers, and not receive those judgemental ""what are you talking about"" eyes.
Here, it seems that the same method of argument does not apply! If the amygdala hijack mechanism taught briefly in school needs a prime example, most of the netizens here would be it.

Personally, the comments here are like a break from work. In school, I analyse different problems and pains people face, and how I could better help them when they consult me. But here, I look at the arguments/advice posed by netizens, and try to reason out these thought processes.

Let me tell you, the latter is undoubtedly more puzzling, albeit infinitely more entertaining.

Go ahead, criticise my imperfect enGRISH.

Regards.
Someone from a faculty near the Science Canteen

P.S. The category of netizens does not include persons such as Prof Ben, who I feel are a great source of help and encouragement. The fact that he even bothers answering the relevant students on this page despite it mostly seeming like a human talking to mealworms (in terms of mental capacity) is just great.
","Rant, Nostalgia, Advice
SHARE:"
155,"I find it hard to date local girls after returning from my university education overseas. Spending a few years living and studying abroad has somehow widened my perspective on life, and added to my experiences as a person. On the bright side, it probably means I've become a changed and better person from my exposure to the world outside of Singapore (and I don't mean the sort of curated overseas experience in any number of cookie-cutter metropolitan Singapore-esque city). But on the flip side, I find local/Asian girls impossibly suffocating with their relative passiveness, lack of opinions, a general feeling of total sheltered upbringing, sexual conservativeness, and shallowness in life, happy to just be distracted by vapid topics of what's the latest in showbiz or workplace gossip or shopping or fashion or whatever. 

Am I the only one who feels this way? Or am I holding local girls to standards too high for them to meet? I'm sure there must be local girls with strong distinct personalities, who can both give and take opinions intelligently and with conviction, who are well-read and spoken, who have dreams and aspirations and purposes in life that go way beyond surviving month to month, and who aren't subscribing to that old trope about Asian girls being sexual prudes or so passive that they need the guy to make the first move in love and in bed before they know what to do or say for their own enjoyment and satisfaction. So where are they? 
","Romance, Rant, Nostalgia
SHARE:"
156,"Happy Birthday to NUSWhispers! 4 years and counting!
","Nostalgia
SHARE:"
157,"Hey E,

National Day was our special day. In our two and a half years together, we rarely quarrelled and communicated what we wanted of each other. You were my first and I was your second. I guess we just didn't handle our relationship well enough. 

Fast forward today, we are no longer in contact. Sometimes, I stare at our chat in Whatsapp, hoping that you initiate a conversation once again. I too have that urge but I know the time is not right. Perhaps as time passes, you will have moved on. It may be wishful thinking on my part but I really hope no matter how small, we still have a chance to start afresh, a new beginning.

E, I am ready to forgive. How about you? Can you put the past behind and forgive yourself? Can you give me and yourself a second chance?

Love,
M
","Nostalgia
SHARE:"
158,"Why is there no higher level CS python module. Eg optimization/ competitive programming/ making hacking tools/machine learning/ improving machine learning models

I’m taking CS1010S and I absolutely enjoy it. 
I don’t want to learn using java etc it feels not very applicable to me and would take up a lot of time. 
","Rant, Nostalgia, Advice
SHARE:"
159,"Never knew a friendship could turn sour over such a short time. A small little mistake made which slowly adds up into a bigger problem. A friend gone just like that. Just hope that you would cherish every friend you had because you never know when it the day they will leave you eventually. :(
","Romance, Nostalgia
SHARE:"
160,"Saw my ex at the gym with his friends today. He looks so happy now, if only he knew how much I regretted my decisions. If he's reading this, I hope he knows that I'm sorry and I regret throwing around the word break up like it was nothing. When we really broke up it hit me like a ton of bricks, and in still learning to get back up. Slowly does it I guess.
","Nostalgia
SHARE:"
161,"True or false?

Girls expect their boyfriend to listen to their daily rants.

However, girls don’t expect to listen to their boyfriend ranting.
","Funny, Romance, Rant, Nostalgia, Advice
SHARE:"
162,"I saw a comment from you on a post here so I’m trying my luck here.

I found out that you blocked me on all your Instagram accounts today.

I was looking through my posts with you and abruptly found out that you have blocked me. Honestly, I’m quite upset and confused. I’m sorry for offending you or anything to the point that you had to block me. I wish you would tell me what did I did to upset you so that I can improve on it because it sucks to find out that I have been cut out of your life.

I really do treasure our friendship and our times in JC together and I know we had some conflicts and misunderstandings but we talked about it and I genuinely thought that we resolved it and were okay... but I guess not. This isn’t the first time you have blocked me on a platform but when I asked you about it last year, you said it was an accident. A hopeful part of me is wishing that this is another accident too and we can finally resolve whatever tension we have between us. I’m afraid of directly asking you again because I don’t think that’s what you want, given how you quietly blocked me from your Instagram. So I hope that in your own time, you can come and talk to me about it. I don’t want to force you so I’m leaving it up to you. Please, just tell me frankly what did I do to piss you off. 

I really do want to resolve our issues because I treasure you and our friendship, RCH. However, I understand if you just want to cut ties with me because you’re not obligated to give me a reason. I’m just trying my luck and praying that you read this and hopefully, talk to me.
","Nostalgia, Advice
SHARE:"
163,"#60666 Not too sure if your post was directed to me (because it sounds like what you would have said). But I just wanted to say, I wish you can find your ultimate happiness, and that you can definitely do so, because I had my happiest moments when I was with you.

Even if I was not the person intended, just wanted to wish you all the best.
","Romance, Nostalgia
SHARE:"
164,"What do ppl mean if they don't reply to messages? I tried to contact my old sch mate recently but there's no reply. I just want to check on this old sch mate's friend on how she is doing now? (My old sch mate's friend used to liked me) but my old sch mate didn't reply my any of my messages. Im feeling low.
","Nostalgia, Advice
SHARE:"
165,"I went on exchange to NUS last semester and it was the best four months of my life. I just feel so depressed and I want to go back to Singapore somehow, even if I known that it won’t feel the same way  
","Nostalgia, Advice
SHARE:"
166,"There was a time I used to have friends, when I was excited to meet people and go out with them. Now, I have a bunch of friends, but all of them only talk to me when they need something from me. Somehow, all the planning for outings and stuff that they are doing happens right under my nose without me knowing anything about it, no matter how much I try to be active and join all these outings.I can't really make any new friends, and so I'm feeling very isolated now because it seems like everyone has a best friend. Wherever I go, I end up being the third wheel. Any advice?Thanks.
","Nostalgia, Advice
SHARE:"
167,"Late night thinking about work tomorrow and the battles to fight. You need sleep but you simply can’t stop thinking. 

Why is working life so hard. It makes university look so easy in comparison.

Your thoughts run wild and you start thinking if you should leave your stable job and pursue something of more interest.

But then again people say it’s all the same. You fall out of love with your job all the time. Why bother to change when you have stability and predictability in your career.

I once heard that life is different once you graduate. And now I believe that one should cherish university days. 

What do people say? “You can love your job but your job will never love you back”

But I say “You can stop loving your job but you cannot live without a job”

Happy Tuesday to all.
","Rant, Nostalgia
SHARE:"
168,"looking for some OCIP trip to go during this summer, but is this too late to sign up for any right now?
","Nostalgia
SHARE:"
169,"I took cs2040 last sem under Prof Harold and it was the toughest module I've ever taken but also one of the most enjoyable. I'm a strong coder but completely new to DS&A, so it was a steep learning curve throughout. Spent almost every day on hackerrank/leetcode to practice (tip to current/future students: it really works, I got a grade I'm very happy with). 

But I really enjoyed the course throughout, esp lectures and tutorials :) Posting this now because I happened to stumble on another cs2040 post about Prof Harold, and I wanted to express my gratitude to him too. What I learned still regularly comes into use when I'm doing online coding tests, or technical interviews. 10/10 would suffer through it again.

(Shoutout to the awesome teaching team too!)
","Nostalgia
SHARE:"
170,"I had an amicable break up with my 6 yead girlfriend because we both knew the relationship would not work. Today's her birthday and I just want to share how hard it was to not wish her and for me to just keep everything inside me. 

I know some people say its alright to wish their ex a happy birthday. But I think otherwise. I don't think the other party wants to be flooded  with past memories after going through so much just to be able to forget the pain and move on. 

I truly hope she had a great one. May we both move forward and live happier in our lives.
","Nostalgia
SHARE:"
171,"I can't believe RVRC sent out emails to lock the doors of the toilets. My friend just showed me this email and told me the funniest story of my life. He said that the lock became a 50/50 system and locked half of the users out. #ridgeviewbestview #RVRC #RVRCBoleh
","Funny, Nostalgia
SHARE:"
172,"I had a crush on my TA and didn't have the courage to ask him out. I just met him by chance yesterday.

I took his class one year ago, and he caught my eye with his good look. He was passionate in explaining things to students, and I found his foreigner's English accent so cute. My friends knew and kept teasing him when he came to help me with the assignment. I felt embarrassed but also curious about his reaction. He just smiled every time, and I guessed he couldn't do anything more than that as he's doing his job. I put a lot of effort into studying the module and got the highest score in his class, I hoped it could make him notice me that way.

I wanted to tell him when the semester ended, but my insecurity got in the way. He got that cute smile, muscular build, and a much fairer skin tone than mine. This sounded shitty to write out loud, but I kept wondering if I was beautiful enough for him.

I noticed him having dinner alone yesterday and joined him. We caught up and talked about personal stuff for the first time. He jokingly said he wanted to ask me out but somehow thought I had a boyfriend as I posted a lot of pics with my brother on Instagram. I was speechless.

 I confessed to him, but both of us knew it would not go anywhere. I will graduate soon and work overseas while he stays here for at least 3 years. We said goodbye, life went on. I keep fantasizing to be with him, but there is not much I can do now.
","Romance, Rant, Nostalgia
SHARE:"
173,"Really wonder why there are so many CS students complaining about their modules on NUSWhispers recently. As a reader for several years, feels like this only started with this batch (or maybe it's just me). Any thoughts on this?
","Nostalgia
SHARE:"
174,"It takes only one glass of water to quench your thirst, yet I've been chasing after rivers my entire life. 

Learn from me, but don't be like me. Live simply, love simply, and treasure the remains of your life.
","Nostalgia
SHARE:"
175,"Hi I really wish you could post this cause I feel really bad I need this out of my mind, here goes!

Yesterday was NUS' open house and like everyone, I was eager to check out the various accommodations that NUS could offer to make school life more vibrant.
So my friend and I decided to sign up for a tour around Raffles Hall mainly because it was the only hall offering tours on that day.

After the tour, we had ice cream, drinks, popcorns, cotton candy which was really awesome and I really thank them for putting in so much effort!!!

So I had a drink in my hand (some sparkling drink which was really refreshing ) but I just finished drinking it and was waiting for the shuttle bus to ferry us back to UTown.

There was a guy who seemed really awkward, as he just sheepishly stood there when a bunch of commitee members of Raffles Hall walked passed him. After a while, he approached us as we were still waiting for the bus. We found out that he was also part of the committee member and he was a year 3 student who transferred from Mechanical Engineering back in Year 1 to Data Analytics.

From the conversation, I could tell that he was really trying his best to be proactive and outspoken even though I could sense he was really uncomfortable. I REALLY applaud his willingness to step out of his comfort zone to interact with total strangers i.e. me and my friend.

Afterwhich I casually said that the weather was so hot and asked if I could have another drink. He gladly took the glass bottle from my hand and without hesitation said he will get me another. (It was actually quite a distance from where I was to get the drink)

Here comes the terrible part.

While he went to get me a drink, our bus came! I tried to walk really slowly to the bus hoping he would appear soon. After a while, he did appear with the bottle in his hand. The distance from where he was and where the bus was located was pretty far. Unfortunately, I was already halfway up the bus when I spotted him. Despite the fact that he wouldn't have caught me, he still waved his hands so vigourously at me and ran towards the bus. Yeah the bus left subsequently, and he stood there awkwardly with the newly opened bottle of drink.

I could have waited for him to come but there were others on the bus too and I didn't want to keep them waiting.

I FELT SO BAD!

I just want to point out that on my part, I am really sorry and I should have waited for him and not leave him. If he is reading this and I really hope he is, please don't be discouraged and don't let this misunderstanding affect you. I really hope that you will still have the courage to approach people to make friends with them even though I know how hard it may feel. You have gone the extra mile and your kindness will be deeply appreciated!!
","Nostalgia
SHARE:"
176,"Where's our engineering sensei ""Png j~""? The alumni has 10 internship experiences and secured many job offers prior to graduation. He's more in the position to professionally comment in our posts instead of others.
","Nostalgia, Advice
SHARE:"
177,"Fun memories from NUS:

During y2, my friend and I were doing group project with another fellow. That fellow is a control freak and would try to micro-manage the 2 of us. So my friend and I decided to mess things up (our cap is too cui anyways).

Anyways, the project consisted of a presentation and a report. While he will try to micromanage us, we will always give him utter rubbish. Like copy paragraphs directly from wikipedia or random links from google search and send to him for ""Review"". When he force us to accept his suggestion and we said okay but just do it completely wrong. Example: he wanted us to find good images that can be used for the presentation, we had 1 or 2 images that seems to fit the topic while the rest were nonsense from random google search. 

I still remembered sending him a picture of a cat and said that it would fit our presentation. He replied, asking if we are messing with him. I told him it looked cute and proceeded to send him a few more puss in boots. 

Towards the end, he was pissed mad and wanted to report us to the prof. We toned down a little while starting to mess with the slides (hidden sound clips that plays during slide show). Can you imagine giving presentation with random sound effect like ""That's right"", ""Way to go"" or even an ""Aw yeah!!"" added as you made your points. 

We didn't do too lousy but sorry, Richard from FASS. It was still fun time. All 3 of us are graduating this year. Though it is likely, we wouldn't meet again.
","Nostalgia
SHARE:"
178,"My day was made when I saw this girl from computing. I saw her at Tembusu college showcasing a gaming project. She had golden brown hair and curly at the end, she wore a blue and black computing tee with a pink sash. Wish I knew which student residence she is from.
","Romance, Nostalgia, Advice
SHARE:"
179,"I wanted to move on very long, but after what #59073 has written, it evoked my memories once more. TLDR, I am just a jerk who would like to thank someone who once appeared in my life and taught me to be a better person.

Hi F, I am not sure if you would be reading this, since I got to know you while I was exchanging and you probably wouldn't follow this page. I was not looking for a relationship prior to this and most of my encounters with other girls ended after a few lukewarm exchanges, until you showed up. 

Despite my carefree personality, I am a totally different person when it comes to work. Literally no smiles, dull and often the epitome of looking resentful. It was only I met you when I told myself I will be ready to settle and be less carefree, even if it means my lifestyle would change and I might have to relocate. Through my exchanges with you, I got to know you better. 

Through some misunderstanding, we drifted apart. I remember you for calling me over-sensitive when I try to break the ice with you once more. And I broke your trust by telling things that you confided in me because you trusted me. I am sorry for breaking that trust. It was you who thought me what is trivial to me may be important to someone else and it could well be a secret that is not meant for others to know, not even our mutual close friends. Subsequently another round of argument because of other things made me resolute that our friendship was gone, let alone for that slight possibility of romance which might have developed. 

You warmed up to me after that, all of a sudden. I remember I wasn't responding to the hints you made, repeatedly the whole night while we were out wth our friends. It must have been hard and embarrass for you to give so many hints and it's so obvious that our friends around us would have gotten it. Even after that night, you tried to talk to me, but I started drawing boundaries - replying less frequently, deciding to hang out lesser with you and probably you could feel that I wasn't as warm as I was to you prior to that. You continued to follow my IG stories and my posts and I knew that. I just don't know how to approach you and what were you after. I was just so sure that I might not be the one for you after all and our interactions just went to as good as zero.

Now that I am back home and whenever I play truth or dare, or when I have downed some alcohol, I will try to tell myself to not share with anyone this encounter. There are just too many ifs in the process. What if I did not share out what turned out to be your guarded secret? What if we warmed up to each other at the same time? What if I actually come and speak to you despite whatever that happened? 

The worst part is just when I thought I have put behind this incident, I realised I didn't. Whenever I started to HTHT, whenever I drink, I will be regretting over my mistakes. I just couldn't find anyone that would made me change myself for her again. I think that I only have myself to blame ultimately. Yes, I am a jerk, an egoistic man, behind a front that appears mature.

I heard from my friend that you have started seeing someone. I hope that the person will treat you better than any of the guys you had. I just hope that the next time we meet again, we will be smiling at each other and we could become closer friends, if I may. 

Thank you for reading such a long post. I am not sure if this is what they meant by the first love, since we never really started. Btw F, thank you for enabling me to grow up and to be more sensitive to someone else's needs and wants. And for others out there, you just have to talk to the other person if you really want answers to your questions. Don't be a jerk like I once was.

I guess it's time to move on at last. 
","Romance, Nostalgia, Advice
SHARE:"
180,"We were very similar, and so we became close. You understood me more than anyone ever did. 
Your parents passed away right as I got to know you, while I was an orphan in an orphanage. You cried to me and I felt your pain. I wanted to put a smile on your face and always be there for you.

I liked you, but I never told you. 
We had another friend who liked you too. Me and him knew that we both liked you and I told him to go for it, because I felt that you liked him more, romantically. I was more of a brother to you. I could not take the step myself to try and ask you out, while he did.

I knew my friend was a very good person, someone you deserved. As for me, I had no home, no personality, no looks. I was a loner, and we only became close because you were the bubbly girl who talked to everyone.

Even though I supported him dating you, every step of the way I felt more and more pain as I saw you guys getting closer while still including me in your meet ups. Many times, I was close to tearing up, seeing how he could bring a smile to your face and just self-loathing myself. You guys got together eventually, while I disappeared away on my own choice.

I signed on and went off the grid from you guys. Deep down, I hoped you would continue to keep in touch with me, but I continuously found excuses to not show up for meetups and you eventually stopped asking.

Then last year, I received an invitation letter from you. It was for your wedding. You got married to him and you're living in bliss now. I'm happy for you guys too. I went to your wedding, stayed a while and left. You texted and asked why I left without telling. I'm sorry I didn't stay longer on your biggest day, but if I did I would have cried and ruined your moment.

It was a first love, and a one-sided love. I made an excuse that I had to disappear from your life because I didn't want to make my friend uneasy being close to you, since he and i knew we both liked you. But the truth is I was cowardly and still am. I still do not know how to move on, but I will, because I love you and he is my friend too.

Stay happy, nj and hj.
","Nostalgia
SHARE:"
181,"To that girl I tried to give the cup of Ice Milo to, see you around (frankly speaking I was getting reaaaaaally shy about it, so...)! Hopefully I did not freak or creep you and your friend out in any way! See you around in school and good luck for your midterms :)
","Funny, Romance, Nostalgia, Advice
SHARE:"
