,confessions,categories
71,"What do you do if your partner suddenly appears angry at you for no reason and starts to ignore your texts or give cold replies? I honestly don't know what I did that made them mad. 

I know I should probably just ask but it'd be stupid if it's me who really did make them angry and I still ask them ""why are you angry""

Is there a more indirect way of asking? I'm confused and it really hurts to know that the most important person in your life is ghosting you. 

Seeking for real advice. Please don't bash me in the comments 

Prof Ben, I know we shouldn't ask you for everything but you've always offered very helpful advice. Would like to seek your opinion. What would you do in this case? 







*them = him/her just gender neutral
","Advice, Ask Prof Ben
SHARE:"
72,"Dear Prof Ben I am a y1 CS student who finished his final exams and is hoping to self study next sem modules. Do you have any recommendations? Should I practise more of the CS1101S questions? I could also practise programming questions from Cs1010s and code using the language I have been taught so far.
","Ask Prof Ben
SHARE:"
73,"Hi Prof Ben,

(Sorry mods, I wrote this on my phone, not sure I did a previous duplicate submission due to some issues on my phone browser)

Not sure is this an appropriate place to ask but I did a module on basic Python (not computing student, sorry)and I liked it, I want to learn more but have no idea how to continue from here. I kind of wished I knew what project I could build to learn but I don’t really have an idea?

Is there any thing I can do over the break to learn? Or maybe even try CS1010S in the coming semester?

Appreciate any advice from the community as well.

Thank you very much.
","Advice, Ask Prof Ben
SHARE:"
74,"Prof Ben! Is there anyway to improve problem solving skills / critical thinking pertaining to CS related problems? Or it’s just a natural born talent/ smartness that some people can figure out complex problems easier than the others?
","Ask Prof Ben
SHARE:"
75,"Dear Prof Ben and seniors,

I graduated from cs last year and am working as a data scientist. I am considering masters in MSBA and MCOMP AI. Will the BA or AI specialisation be more relevant to data science? Does anyone know if MSBA and NUS ISS (BA & AI) courses are targetted at cs students or more for those looking to break into tech? Any other course recommendation would be fantastic  Thanks all in advance
","Ask Prof Ben
SHARE:"
76,"Dear Prof Ben, 

I'm not joking here. I've secretely started my own company and which is now being acquired. However, I think I'm being seriously low-balled. 

I have no idea how valuations work and all. It started out as a cool side project but then people started taking notice and the project was eventually monetized. Now a big company is considering buying my project for huge (6 fig) sum

Part of me wants to just cashout and reap the rewards but part of me also feels like perhaps there is potential for something more? I am lost. I don't know how to decide. 

Is there anyone I can seek advice from or any resources NUS has to help us navigate this journey? Google doesn't help at this point. 

Also, if I suddenly receive a huge sum of money in my bank account, will I alert the authorities? Like will I be questioned on the origin of the money? 

I haven't told anyone as I don't want my friends to see me differently, I still want a normal uni life. If people were to find out that I own a 6 figure business either they'll most likely want to use me or they'll think i'm just rubbing it in their face. I can't ask anyone in real life as a result. I know this is probably not where I should be seeking advice but I figured someone with the right know-how or the right connections might be reading this. No harm trying i suppose?
","Advice, Ask Prof Ben
SHARE:"
77,"Hi, so ever since I started falling really hard for this guy, I'm starting to see red flags. I think he is toying with my feelings, treating me as an fwb even though he denies it and claims that he really liked me. Our conversation has changed so much within a month, from being so excited to talk to me to now we don't even have a proper conversation, but i dont know why is he still trying to keep a convo w me and keep me around. I was really confused and felt a bit depressed for a period of time? I just feel so disappointed, upset, empty and confused but I can't seem to cry out? I tried to talk it out with some of my friends, but still can't get rid of the feeling. Eventually, I started drinking more often so I could go to sleep comfortably without thinking so much. Now, I just feel pretty numb? Is like I still feel something sometimes but when I do, I try to brush it aside because I don't know how to deal with my feelings. I want to cry it out but I can't. I tried to use work as a distraction but lately I've been really lack of motivation to do anything.. Am I having an emotional blockage? Am I normal?
","Rant, Advice, Ask Prof Ben
SHARE:"
78,"How can one be more expressive? For context, I am a CS student and was on ATAP this semester. During the internship, I found it so hard to explain my thoughts clearly during meetings or discussions. CS2101 wasn't really helpful to me :(
","Advice, Ask Prof Ben
SHARE:"
79,"Hi guys I really need some advice. I’ve been dating the guy of my dreams. He is sweet, caring, good looking and has a stable job. We love each other a lot but there is a big problem. He is half-Indian and my mother will be super against it since we casually talked about it. (For context she is super strict and a typical Asian tiger mum and hella racist). We’ve just started our rs so I would like to ask when is a good time and how to confess to her about it so she will be more accepting? I will not give up a potential good life partner over obsolete racist beliefs she has. Thank you!
","Romance, Rant, Advice, Ask Prof Ben
SHARE:"
80,"Prof ben, how indicative are codility and hacker rank tests of one's ability to do the job? I just went through one and it was solving silly puzzles! The job didn't even require deep knowledge of algorithms, instead just how to put together front and backends via API and best practices!
","Ask Prof Ben
SHARE:"
81,"Dear Prof Ben and all women reading this,

Besides being self-made rich, handsome, intelligent, having good character, successful by societal standards what does a woman look for in a guy? I've seen guys who have made it in life and have all the traits mentioned above, but still evergreen. Has anyone had similar experiences with such guys?
","Ask Prof Ben
SHARE:"
82,"Hi Prof Ben, do you have any insights or views on the Georgia Tech Online MSCS program? Do you think it can be sufficiently rigorous for someone to break into top tech companies/ progress in their development competencies to eventually get a role in Singapore? (Assuming you are admitted from NUS CS or related majors with some background)
","Ask Prof Ben
SHARE:"
83,"Hi Prof Ben, in a recent FB post you wrote that some of us students ""haven't developed the skills to learn how to learn and learn how to *really* understand things before [we] come to college"". 

Was wondering if you had some suggestions on how we could hone this skill of developing deep conceptual understanding of our module content, especially if we didn't really pick up this skill previously. There's lots of information online on this, but just wanted to hear your thoughts. It's a general question, but my particular subjects of concern are Econs and Maths, if that helps. Thanks!
","Ask Prof Ben
SHARE:"
84,"Dear Prof Ben (and anyone else interested to answer):
What do you think about SUTD's computer science course? Do you think NUS offers the best CS course in Singapore?
","Ask Prof Ben
SHARE:"
85,"Dear Prof. Ben, what are the chances of me jumping from electrical/IT engineering sector to finance/investment banking sector? If so how do I go about doing it?
","Ask Prof Ben
SHARE:"
86,"What do you guys think of a BSc (medicinal chemistry) graduates in Singapore? In what way can you ""promote"" yourself to get a job easier without any experience as a fresh grad?

I know pay is subjective but if it's possible, please give some advice on how to negotiate!
","Advice, Ask Prof Ben
SHARE:"
87,"Hi Prof Ben, would really like your advice, what is your take on signing up for the General Assembly Immersive PCP programmes, I am looking to switch careers, a little about myself, I’m 30+, a mid career with 5 years in financial services, I have been trying to break into the tech sector but have had no luck so far, been unemployed for 1.5 years and been through 40 interviews and 100+ job applications and counting, formerly a NUS grad, been down on my luck there are nights I can’t Sleep and just toss and turn, thought of ending  things but future young family has kept me going. Thank you
","Ask Prof Ben
SHARE:"
88,"After 6 weeks of hard work, 100 hours of coding, 3 rounds of usability testing, my friend and I are very proud to launch our webapp analyzing 44,438 confessions on NUSWhispers over the past 5 years: nuswhispersapp.appspot.com

Do have a read and let us know what you think! :)
","Funny, Romance, Rant, Nostalgia, Advice, Ask Prof Ben
SHARE:"
89,"Prof ben, what career/Job would you advise a comp sc graduate who really doesn't enjoy coding.I have pretty bad grades at it too. i'm better with people and learning the applications instead of the actual coding.
","Ask Prof Ben
SHARE:"
90,"How do we apply to be TA for cs1010s next sem? I think I did well enough for the finals.
","Ask Prof Ben
SHARE:"
91,"My boyfriend and I have met my parents and they are relunctant to accept him base on his class. I will definitely earn more than him in the foreseeing future and he doesnt have a degree. I dont mind any of these but they believe I am cheapening my standards because I can do better. In one quarrel, my parents even said they wont go to the wedding and asked me to get out of the house. All these tension is hurt our relationship and my opinion of my parents. My boyfriend and I are still trying to heal from this.

I have heard of stories where a guy was cut off by his family because he married someone from another race. 2 ladies whose parents objected/ overly protective are now still very single in their 30s. 

And I just want to know.. 
1) Has anyone been a victim of parental objection and did you resolve it? How do you stage the opportunities for your significant other to gain brownie points. Did they eventually accepted him? Or
2) Are there a people who have been cut away from their parents because you eventually chose to marry your SO. But were there eventual improvement to your relationship with them?

3) Off topic a bit, we communicate about it before knowing money can get sensitive, but how do people manage money contribution in a marraige when one earns more than the other. Especially in a patriarchal leaning society where people expect guys to be the breadwinner.
","Romance, Advice, Ask Prof Ben
SHARE:"
92,"Need some advice from guys here. Is it normal for a guy to try holding your hands or rest his hand on your thigh during first date? I didn’t want the situation to be awkward so I just let him hold but sort of nvr reciprocate. We knew each other via dating app. As straightforward as I am, I did confront them to ask if they just up to sex but they denied (obviously a redundant question....why do I even bothered to ask ????) I observed this on a few guys that I dated before. Made me think that if it’s a norm for guys? Or are these guys just looking for lust? Or are they just testing water if they can proceed further to next stage? Are these signs red flags? Girls any similar experience?
","Advice, Ask Prof Ben
SHARE:"
93,"Hi, I may be wrong but here goes. Calculating by raw scores so far, what are the odds of failing if you need like 1 or 2 marks to passing? I know it's weird but kind of desperate. I studied but still flunk my finals...
","Advice, Ask Prof Ben
SHARE:"
94,"I’m a recent CS graduate currently working outside Singapore. I’ve been trying to find a role as a remote part-time software developer for a company based in Singapore but I have no idea where to start. Can anyone point me in the right direction?
","Advice, Ask Prof Ben
SHARE:"
95,"I asked my guy why he is attracted to me and his reply was ""I don't know... It's just a feeling. Can't really point out anything specifically"".

The reason I asked that is because I don't look attractive, a bit nerdy even, no one has dated me before. I'm boring. Not the kind that makes guys go head over heels. But here comes a guy that is really interested. 

But he seems to be giving me a vague response. I know there's not supposed to be a rational reason behind why you like someone but at least he could have maybe pointed out traits within me that he finds attractive? Am I supposed to be happy or worried? And how would you respond if your partner gives you that response?

Prof Ben and everyone, please advise
","Advice, Ask Prof Ben
SHARE:"
96,"Hi Guys, I have this problem at work where I felt like I have reached a plateau after 4 years at the same tech company. I have been doing the same job scope work (and doing them well) while my boss gave the same few colleagues more visible and valuable projects (i.e. easier to get promotion). I tell myself that opportunities will come but they never came. Should I quit the company because I feel that my boss don't trust me in new projects? The problem is other companies are looking for 10 years experience. I suspect that my boss is happy with status quo because the existing job will be done well by me. Any wise words for me?
","Advice, Ask Prof Ben
SHARE:"
97,"Dear prof Ben, if you were not the prof who held during CS1010S final recently then please don't mind this confession. But if you were, and next time if you moderate your module exam at the same venue and same time with other module's, please take into your consideration other students who are struggling with their papers and have to sustain with your repeated corrections of a minor error that is absolutely irrelevant with them. CS1010 final had been extremely tough already, don't make it more annoying. Thank you :)
","Ask Prof Ben
SHARE:"
98,"CS1010s is a module that no matter how hard you work for it; no matter how much amount of time you have spent to work on it.. well... you can still end up unable to score in exam. 

The thing about this module is that, honestly, you can understand what's happening in lectures, you can struggle a lot for whatever missions and tasks but ultimately you can still know how to solve those codes and tasks if you manage to take days to look at those questions and understand the tasks and ultimately know how to solve it after day in and day out. But, you just cannot score in exam... 
Well.. the entire thing I feel towards this module is that for exams, it's not about whether you have understood the things taught in lectures or not, sometimes it's more about the IQ and your brain's speed behind the thinking process when it comes to exams....
","Rant, Advice, Ask Prof Ben
SHARE:"
99,"I am finance professional with approximately 4 years of experience working as credit analyst in commodity trading industry. Recently, I just get an offer in Master of Science in Quantitative Finance. However, now I am a bit confused and thinking whether I should choose business analytics instead. Data science seems to be popular field and offer a wider job prospects. If I want to continue to work in finance sector, shall I choose Quantitative Finance or business analytics ? Looking forward for your advise
","Advice, Ask Prof Ben
SHARE:"
100,"Dear Prof ben

What is the criteria used to decide who gets into cs1010x
It seems to me that preference is given to scholarship holders, and that doesn't seem fair, considering that it is a bridging module
","Ask Prof Ben
SHARE:"
101,"Is it something to be concerned about  girl wants to rush into a relationship with me? It seems like we haven't taken time to get to know each other better yet. Should I go into the relationship? Or should I wait? And how can I tell her?

Prof ben, it would be great if you could share your views on this too
","Advice, Ask Prof Ben
SHARE:"
102,"My bf broke up with me and I'm suspecting that he broke up with me because he cheated on me with girl A. But he swore that he didn't cheat. I keep seeing signs on social media that they are in contact but I can't ignore them, especially since they share so many mutual friends with me. What can I do?
","Romance, Advice, Ask Prof Ben
SHARE:"
103,"Dear Prof Ben,

I have been working in my current job close to 2 years. Seeing all my colleague leaving one by one, it always make me feel I should be next.

Pro: Office near my house, flexible timing, able to learn a lot and new skill as the turn over in office is fast. So most of the time I will need to take over their job after they left.

Cons: Low pay(no increase as company didn't have much project, might afraid the next job won't have much increase, based on my current pay), no enough manpower

Would love to have some advice should I continue staying or start looking for new opportunities? I only concern the next job is worst then my current one.

Thank you!
","Advice, Ask Prof Ben
SHARE:"
104,"Wna find out the process of marking exam script and tabulation of results? Does the prof just mark the script and the rest is done by admn staff? Or the prof also key in the marks himself? Will the prof know who pass and fail then, what's the purpose of name masking?
","Ask Prof Ben
SHARE:"
105,"I'm the OP of #72600 . I wanna thank you guys for the advice, feedback and comments. It really means something. Most of you guys mentioned that texting might be the issue, but that's not what I feel? If he wants his space, I would totally respect that, and I'm not one to double text often. I honestly feel like we don't text so much to the extent that he would need his space? He doesn't work much, so most of his time spent were mostly at home, family, and friends. 
So here's an update about what's going on. Feel free to skip if you are too lazy to read! 

He doesn't really enjoys talking about our personal stuff, and he claimed that he is lazy and said he would eventually tell me slowly and surely. He wants to take it slow and see how things goes instead of establishing any title or be in a committed relationship. I pestered him quite a bit to get him to talk about what's going on. He finally told me he isn't ready for a committed relationship, saying that he doesn't like the quarrels and argument that comes with it. I totally understand it and we have never quarreled before, as I don't like to find fault or confront a person directly unless I really need to. 

Also, I feel like he would not be emotionally available for me. That is fine to me as of now, I don't see it as a big issue as I also feel lazy to share about my personal life unless he asked. I just kept assuring him that its ok to be honest with me if I'm just an fwb, or if he isn't serious with me. I told him that I would rather he be 100% honest with me than to toy with my feelings or led me on. However, he kept reassuring me to trust him, that he isn't toying with me. He claims that he just wanted someone by his side. 

Whenever I tried to make plans with him, he seemed uninterested in carrying out and would come up with excuses. The only time he asked me out, was mostly to stayover. He told me he just enjoy chilling at home with me and watch shows, and that he feel that not having sex is fine. However, it still seems shady right? So now, am i safe to say that it's pretty obvious I probably meant nothing to him, and that he might really be toying with my feelings, and just treated me as an fwb? Or should I just trust him?
","Lost and Found, Rant, Advice, Ask Prof Ben
SHARE:"
106,"There's this guy that likes me a lot, and I like him too. As we got closer with each other, we started acting more like couples - flirting, giving each other nicknames, going out more etc. We've gone out quite a few times and we we both said that we like each other a lot. He confessed to me, but I felt we both needed a bit more time and he was willing to wait. Can tell he really likes me and cares for me, from all the little actions he does, and he's a great person in many ways - good looks, intelligent, ambitious, and we share the same aspirations and values. 

But I have feelings for this other guy. This sounds kind of wrong but I've been secretly going out and getting close with this other guy (but technically we are just friends and friends can still go out). I realise this other guy makes my heart flutter more. I sometimes imagine us being together. He treats me very well too.

What should I do? 

I know the first guy and I are almost like couples, but technically I haven't accepted or rejected him yet so I don't think it's cheating if I go for the second guy? At the back of my mind I know I may regret losing the first guy. But what if the second guy is better? 

Should I still give the second guy a try? Or should I just stick with the first one?
","Advice, Ask Prof Ben
SHARE:"
107,"Prof Ben, why is the cut off points for CS1010S grades so high? According to reddit, the requirement for A is ~90, A- is ~85 and 76 is only a B-!

Are those with prior programming experience spoiling the market? There should be a compulsory placement test like language mods to separate beginners from those doing the mod to get free As.
","Advice, Ask Prof Ben
SHARE:"
108,"Doesn't it suck when you gave a relationship your all and then your bf (now ex) just decides to break it off unilaterally and suddenly citing that he needs space? The funny thing was that we were all lovey dovey the week before we broke up. Does that mean he was faking it? And doing this just before my finals too.
","Romance, Ask Prof Ben
SHARE:"
109,"Any help for a student with no bio background coming to a life science major? I was advised to read up a little on biology, so I took some notes from the A level syllabus. Started off easy enough with like (The 4 types of molecules classes are Lipids, Carbohydrates, Proteins, and Nucleic Acids then BOOM all the convalent bonds, chemical reactions come out like ??? Don't even get started on DNA RNA 'De-Oxy-Ri-Bo-Nu-Cleic Acid', and Virus Bacteria Living Organisms. 

But on a really, really, serious note (Because I really need help), my O levels background was on triple math (and a simple combined science but only physics chemistry) - how do you cope or learn when you reach uni and there are just too many of the foundation and basics you do not understand? I don't know how to pick myself up or something
","Advice, Ask Prof Ben
SHARE:"
110,"How do I stop being negative?
Why do I somehow keep thinking of the worst case scenario and get stuck being unhappy
Even tho things are not as bad as they seem logically
How can I escape my negative thoughts
","Advice, Ask Prof Ben
SHARE:"
111,"Has anyone dropped out while on scholarship before? 

Struggling to cope with the curriculum and thinking of exploring this option.
","Advice, Ask Prof Ben
SHARE:"
112,"Is it right for a Prof in NUS who holds a key appointment of a department to tell you straight in the face, “Why is your CAP so lousy?”
","Rant, Ask Prof Ben
SHARE:"
113,"My girlfriend and I have been on a steady relationship for about 4 years. So far, she has been thoughtful and caring to me and I really think that she is the perfect one for me. 

We had also BTO'ed this year, and everything is going well. I'm thinking of proposing to her soon once I've received both sides' blessings. However... I need some advice about getting a proposal ring (basically how to go on about doing this, getting her ring size, etc.). Advice is appreciated :)
","Advice, Ask Prof Ben
SHARE:"
114,"Hi,

I am planning to leave my job once I gotten my year-end bonus and the salary increment (new salary will be effective in the Dec pay). As I am thinking of my starting salary for my next job, would like to know will employers ask for the last drawn salary (lastest month) or they would ask for the last drawn salary for the past six months etc?

Thank you.
","Rant, Advice, Ask Prof Ben
SHARE:"
115,"My girlfriend has depression and anxiety and recently has started to have moments when she wants to cut me off and insist i breakup with her because she doesnt think she deserves someone like me. 
I have stuck with her throughout the 4 months persistently and she says im stupid for doing so, since most people would cut and run.
But it has come to a point where it's tiring to do so. 
Im tired. 
Tired of fighting so hard for someone who doesnt fight as hard for me.

I think i'm selfish for thinking that way. She's going through depression and yet here I am expecting her to put in effort into the relationship. 
I didnt bring this issue of me feeling like I wasnt getting anything out of the RS up to her for a couple of months because i knew she was going through stuff and I didnt want to add on to her burden.

I did my research online and understand that it's normal for people undergoing depression to feel this way sometimes. But it's hard to hold on to a relationship when the other party insists on breaking it off. And even harder when the reason behind it is because she thinks she cant provide me with the things a girlfriend provides because she has depression.


Recently she asked me why i wasnt sharing stuff with her, because i'd want her to share her problems with me, so we could work through it together.
So I finally did. I brought up the issue of me feeling like I wasnt getting anything out of the RS gently, but also didnt tell her because i knew she was going through stuff and I didnt want to add on to her burden.

And she broke down. Went back into this loop of wanting me to dump her. Either that or she would dump me.
I dont know why i'm still fighting so hard for her. Am i dumb to do so? 

I did insist on bringing her to see a counsellor recently after a recent severe suicidal episode.
All i want is for her to be happy again.
But a part of me is feeling really really tired at having to deal with all of this everytime. I tried so hard yet I feel i'm stuck at this same spot with her.
Should i let her go?
","Rant, Advice, Ask Prof Ben
SHARE:"
116,"Dear Prof Ben,

Being an algorithm Engineer dealing with deep learning in a young start up (less than 5 years, with 400 million users) vs being a web developer in a big company (e-commerce), which one do you think is better in the long run? 

The pay and benefits of the start up is worse than the big company but I am worry I might be left out of the AI trend and become irrelevant in the future if I choose the big company instead of the start up.

Most people advised me to take the offer I am most excited about, but I find both of them equally exciting. I would love to hear some advice from you. 

Thanks in advance.
","Advice, Ask Prof Ben
SHARE:"
117,"I am a Y2 in Biz and just wanna ask How relevant is honours in our current society? What percentage of people graduate with an honours degree? Does it make a significant difference if I choose to graduate w/o honours?
","Advice, Ask Prof Ben
SHARE:"
118,"Hi everyone, OP of #72358 here. I've read all of your comments on my original post and am really grateful for the support from this community. Long read ahead.

Just recently things got worse again. Short backstory is that we will be attending a semi formal gathering with many others with banquet dinner and some senior staff involved with performances as well. The dress code is not stated clearly but hearing from other friends who will be attending, many are not wearing formal suits and just wearing button up shirts and formal pants.

As someone who does not like to dress up so nicely as my mentality was that fashion was never a major concern for me growing up, I felt that wearing a collared button up shirt and formal pants was sufficient enough. However, my girlfriend felt otherwise.

She has known that i am really not the type to dress up, all be it that i do dress up nicely when during the appropriate times such as going to a nice restaurant for our anniversary or to a wedding dinner. My schedule had finally cleared up for me to have more free time in the past week and she began asking me what i would wear to the event. She initially suggested for me to wear a suit and a bowtie to match colours with her dress to be cute couple matching kind of thing. I told her as kindly possible that i preferred to wear my original outfit as money is tight for me now while looking for a part time job, but would be open to match colours if i could find the same shirt with the same colour as her dress.

I believe that i was firm with my decision the first time she asked me about it, but i was asked several more times in the past few days about taking on her offer about wearing a bowtie or get a blazer. After telling her that her pestering was getting slightly repetitive since i had told her the same response each time she asked, she took offense to my response and got upset at me quite badly. She ended up sending me a whole string of messages (about 10-15?) but shortly deleted them afterwards and ghosted me until the afternoon of the next day (this took place around night time).

This wasn't the first time this had happened. I couldn't catch all that she wrote as i was away from my phone but caught slight glimpses of what she wrote in some messages. Some of them included ""goodnight this is what we've become i guess"" and ""Sometimes i dont get why its so difficult for you to do (this and that)"". I could get the vibe that she said all of that in the moment, but she had told me previously that when she's drunk or angry her filter goes off and she really tells the truth. Its happened before but this time felt worse than all the others.

The whole commotion ended with me agreeing to her request and got a blazer that matched her dress colour, which further worsened my financial situation now which she knows isn’t doing that good and i could do with saving cash and not spending it on certain unnecessary items. I crumbled under her pressure and gave in.

Side tracking for a bit, a family friend of mine recently passed away by suicide and i told my gf about it and how my family has been affected especially my mum who has teared up at random times just thinking of what happened. I've told her to really stop with the suicide threats and saying about suicide so openly as i believe those who truly feel suicidal tend to not show signs of it, yet she has still continued with the recent meltdown leading up the deleted messages part.

Back to the main topic, I feel that our relationship has been over for a while, but neither of us has taken the step forward to end it properly. From my perspective, it feels as if she would be better off as a person without me. She had previously told me that she would not leave me because she believed that people usually find their soul mate, and she could not understand how people could date more than one person after breaking up with their previous partner/s.

I have suggested taking a break from each other for us to grow and mature, to learn from our mistakes and become better persons for each other. She shot the idea down and said that it was either we were with each other or not at all. I think it is time for me to take the first step for what needs to be done for the better of her and the both of us.

And if you are reading this L, I’m sorry for our lows but thankful for sharing the moments we had with each other, you’ve taught me how to love someone other than my family more than i could ever have. I love you, but it is time for us to be apart and mature for the better of each other and our future partners.
","Romance, Rant, Advice, Ask Prof Ben
SHARE:"
119,"Commenters please help, my girlfriend seems to have a tickle fetish.... every time we sleep together, she will always try and tickle me in places like my armpit and my ku ku jiao.. but she doesn't understand that i dunno why she is doing this. She also seems to say i have a shit fetish. But i don't! and she keeps trying to shit in my mouth!

How ah guys??
","Romance, Advice, Ask Prof Ben
SHARE:"
120,"Hi I'm a year 1 CS student and I'm interesting in applying for CVWO. But I realised 2040 is a prereq and I don't think I can handle 2100, 2030 and 2040 all at once in sem 2. Isit normal for students to apply only in Y2?
","Advice, Ask Prof Ben
SHARE:"
121,"Dear NUSWhispers community, 

This is a legit post

I am a CS major who has developed a checker to help filter through repeated posts, and recommend similar posts based on a smart algorithm I've written.

It also automatically creates a collection of posts which Prof Ben has commented on (As we all know his advice is more invaluable than anything else on this platform)

I was thinking of starting a crowdfunding campaign to have this feature implemented on NUSWhispers? How much would you all be willing to contribute? 

NUSWhispers is growing and there is potential for something big to happen.
","Advice, Ask Prof Ben
SHARE:"
122,"Hi Prof Ben, this seems like the best place to reach you. I am thinking of pursuing a Master's, I am choosing between an MTech Enterprise Business Analytics and MSC Computer Science? So far the inputs from others have been ""really depends what you want"". Any other inputs? Thanks!
","Ask Prof Ben
SHARE:"
123,"I really have a strong feeling that she's the right one. That this relationship will work out. But I'm lost. She's hesitant about being in a relationship, but she assures me she's not rejecting me. She just needs time to think. She's insecure because it happened too quickly.

Sometimes she'll seem all enthu while some days she can seem cold. I'm starting to feel insecure myself. I'm really confused whether she is still interested or if she's still considering. She'll still do all the little things that make me feel loved and cared for when we meet up, and we make time to meet each other frequently. I really like this girl. She's cute, with great personality. She's genuine, and incredibly nice and understanding. People like her are hard to come by, she's a gem. I really want to make this official and make her mine. I'm really lost. I'm new to this relationship stuff and I don't really know what to say to her. But I can't say all of this to her. I'm afraid it'll scare her away since technically we're still not in a rs. I really like her. I just wish it'll all work out eventually.
","Romance, Advice, Ask Prof Ben
SHARE:"
124,"My ex has been spreading rumors about me in school and I noticed friends of his always giving me odd looks and stares. I even overheard some people in my class gossiping about me. What should I do?
","Advice, Ask Prof Ben
SHARE:"
125,"ENG UG recently sent emails about minors and second majors in other faculties. I'd like to ask about why B.Eng(Electrical Engineering) students cannot do minor/second major in Computer Science, but other SoC options like AI, InfoSec, and InfoSys are available.
","Ask Prof Ben
SHARE:"
126,"I’m posting this as I can’t seem to find a good counter argument. I really don’t understand. 

People seem to have no problem when their friends stay in contact with ex classmates and ex hall mates, but they seem to get jealous instantly when their boyfriend/girlfriend stay in contact with ex lovers? 

So it means if I have a new professor in NUS, I cannot stay in touch with my previous form teacher in jc? Because now I have a new teacher and I must “move on” from jc? I am supposed to have a “clean break” from everyone who taught me in school just because I got a new professor? 

So If I make new friends in year two, I must “move on” from old friendships forged in year one? 

Did anyone say,you’re in NUS already, u should “move on” from poly and jc!! No. 
But people say, you should “move on” from past relationships, why? 

How does staying friends with people from my past (primary school friend /old neighbour /secondary school  friend) prevent me from being a good friend to other  university pals?  Do  I  have to cut ties  with former friends?!

If nobody says we should cut ties with former classmates after graduation, nobody says we should we cut ties with former teachers when we leave, why do so many people think the other way for ex lovers? Not ex Teachers, not ex colleagues, not ex classmates, but so specifically ex lovers? 

I’m okay if my boyfriend stays in touch with his ex gf, just like how I’m happy when my Uni pals remain in touch with secondary school friends. What’s wrong?
","Romance, Rant, Ask Prof Ben
SHARE:"
127,"NUS rolled out DYOM (Design your own module) this semester and I just wondering if anyone has done them and submitted proof for credit transfer and reimbursements.I realised that they have pushed back the date to submit all these informations from November to December according to their website but it seems like they did not officially inform everyone about it. I have completed 4MCs worth of Dyom and can’t wait to get them out of the way after this process.  Any advice from officials or students?
","Advice, Ask Prof Ben
SHARE:"
128,"Anyone here is in a similar situation like me? I keep feeling that I am suffering from height deficit (Even though I am of the so-called ""average"" height of male in Singapore that is stated in Google). This is supported by my observations of not just guys in NUS, but girls as well. What I observed is in general, the guys are at least half a head taller than that. Even the shortest gal is at least that height (Biz, Arts , Medicine) faculty. If you are my pathetic height, there is truly no way you can feel tall if you project your vision straight from your eyes?

Is it true that guys my height and girls shorter than that are almost extinct, especially in NUS?
","Rant, Advice, Ask Prof Ben
SHARE:"
129,"Dear Prof Ben,

I am a cs student from NUS. 

Lately I’ve been seeing a lot of advertisements online about “coding” courses and CS degrees from private unis. 

I was just wondering, is there any difference in getting a cs degree from NUS, VS self learning online/ through courses, VS getting a cs degree from a private uni?
","Advice, Ask Prof Ben
SHARE:"
130,"Hi prof Ben/everyone, 

I need some serious advice/perspective to help me with this emotional issue of mine that has been bugging me for years.
My relationship with my parents, my mom especially, is estranged. 
And I would like to have some opinions on how I feel, and hopefully improve things (?).

Ever since young I’ve always felt like no matter what I did and how much effort I put into something, I’m never and never will be enough for them.
To my mom, I’m a loser, I can’t study well, I can’t make money to support myself properly Nor even give her monthly income (as oppose to what she did for my grandma when’s she’s my age - 24).

I wouldn’t say I hate them but I feel so gutted and angered that they were never really there for me, Nor support my goals as their child. To them I’m just a retirement plan in the future, but right now, a free loader living in their space, drinking their water and “taking money” off of them (which comes close to almost zero, less electricity bills?).
They say I’m not contributing to the family and I’m always closed off to myself and selfish.. but I’m truly just emotionally drained.

They were never there for graduations, army POP etc and other larger life events. No birthdays, no celebrations Nor verbal affirmations or even just a simple “I’m proud of you”. All along it’s only harsh remarks about how selfish I am, about how I’m a bad Son and I wouldn’t amount to anything.

I’ve been working since sec sch for pocket money, I paid for my poly fees, and now uni fees and all of my living expenses. Not gonna lie, it’s so so tough to manage a full time job and doing part time classes at night on top of chores at home. I’ve not been doing well for school, and full time job has taken a toll on my studies, I’ve delayed 2 semesters now.. on top of that, I worked for a year after NS to save up $. (I feel like I’m losing out so much to my peers who seems to be doing so well. My female friends have already graduated and the guys, soon to graduate and yet I’m stuck neither here Nor there.)

I feel so anguished - physically and emotionally. I feel like quitting life.

I just wished that they’d see that their Son is working hard and not a lazy bum. At the same time, I need some trust and investment from them to make life a little easier. 
They’re really traditional parents that sees the only way for success is having a degree first and working in the STEM industry. None of those are my passion Nor what I’m good at. 
It’s so hard to fight back and be successful, I wish I have more time and energy to go for more courses and defeat the rat race too. (But it’s so difficult to change the course of my life at this point in time, I need resources that I don’t have.) 

Guys, am I right to be angry at them? I don’t even want to be angry at them.. but I’m so exhausted and tired of these set of cards that’s thrown at me. 

If there’s any advice or opinions on what should I do to better support myself and change my circumstances, please let me know and I’ll do anything.

I look forward to your perspectives. 
Please help me,

Exhausted Son.
","Advice, Ask Prof Ben
SHARE:"
