,confessions,categories
458,"Never feel sorry to anyone when you choose to take the shuttle bus.
It is meant for everyone and not just for those who are going to a further place.
","Rant
SHARE:"
459,"Does true friend really exist?

I think I have come to the point of giving up hope on ""friend"". Whenever I trusted them, they will simply destroy my trust. 

Let's name two of my ""close friend"" C and K. I had known C since young and our parents are very good friends as well. I told C a secret and mentioned not to tell anyone because it is not the time to reveal the secret yet. C agreed to it. However, C decided to tell another person, eventually the news came to my ears. I was shock and devastated at that time to hear such news. The thought of all the trust I have on C simply shattered at that moment. 

While K, we had known each other close to 10 years. I would say I am closer to K as compared to C as we usually interact more since we had quite a lot of common interest. Recently K's birthday is around the corner and since it is K's 21st birthday, I decided to make it something special as a birthday gift. Hence, I did a handmade birthday gift which I had never made one before. With my excitement, I went to Art Friend shop and spent more than an hour to think of how am I going to make a gift out of it (ps I am not an artistic person). Yet, I received a long message from K about K's disappointment in the handmade gift. K feel that I did not put in much effort despite thoughts that count. But to me, it gives me the vibes that K spent more money to buy my birthday gift as compared to what I gave to K hence K is disappointed. On top of that, K even mentioned that I did not spend the time to consider what K would like to have or able to use. K said that regarding my birthday gift, K had spend time to consider what would be useful for me, which to be honest, it is not practical for me. However, I appreciate the thought of K buying it for me and did not said anything. 

Other than those 2 ""close friends"" I have mentioned, I have also experienced abandonment and betrayal from other ""friends"" as well. Is it common to have these kind of friends in the society now? Friends that see benefits in you but once you no longer value, they simply throw you away...
","Rant, Advice
SHARE:"
460,"Is the civil service really a dream job for fresh graduates who prefers work-life balance, job stability and more money (more bonus), compared to working in the private sector? 

I am now working in the private sector (R&D), but have to OT a lot till late at night, and a part of me likes my job because of the good colleagues and working environment, but another part of me wants to earn more without putting in that much of OT if possible (leave my job on the dot). I am quite tired of OT and have been wanting to throw the resignation letter recently, but I understand that a lot of jobs that are offering are now contract jobs and it's the same as my current contract job.

I don't mind the red tape and bureaucracy at work if I can enter into the civil service, but I am worried that I am in a less favourable positions compared to scholars who will always be ahead of me. I just want to slack and wait for time to pass and stay in the civil service for as long as possible till retirement, becoming a deadwood, even though I know that this is impossible.
","Rant
SHARE:"
461,"I don’t know why but this year has been particularly brutal to me and it’s taking a toll on my mental health. 

This year I’m not doing well on my freelance job, have more relationship problems, not on good terms with my family anymore, backstabbing friends, mundane Uni life etc. Last year all these issues were not present though, it’s like all of it just appeared this year all of a sudden. Has anyone experienced something like this before where nothing seems to go your way for months? 

I do ask myself why all this is happening and try to improve on it but it’s doesn’t help much. I don’t know if things will get better. But I’m really thankful for my girlfriend who’s always there for me no matter what, even when I’m at my lowest point.
","Rant, Advice
SHARE:"
462,"Who have problems planning trips with friends or partners? I am getting really frustrated doing all the booking and always at the receiving end for all their complaints.. what I hated most is when I asked for opinions and views, they always said anything.. But when I made a decision to book certain place, they made comments like “too budget.. too expensive”. Most hurtful is spending days and free time researching and thinking how to accommodate to people but having no one appreciating or having no one thinking for u.
","Rant
SHARE:"
463,"It's my final year in uni, I'm 23 and I'm still an evergreen. I had hoped to find a boyfriend during my time here, but I guess that's not happening. It's not that I lack suitors, but I was just never interested in them. Some of my friends say that I'm just too picky; I guess I am, but then again shouldn't you be picky when it comes to forming romantic relationships? Maybe I'm old school, but when I date someone, I'd do so with the intention of becoming life-partners with them and marriage as the end goal. Honestly, I feel the reason why so many people breakup all the time or cheat on their partner's back is because they chose to settle... until someone better comes along. Perhaps it's because they don't want to be alone. Idk I just feel so jaded toward relationships.
","Rant
SHARE:"
464,"In a 1 year relationship with my girlfriend. She is a virgin and doesn’t allow sex and only allows mutual masturbation. Now I’m starting to lose sexual interest towards her. I can’t even ejaculate now when I masturbate thinking about her. I think of her best friends sometimes and scroll through their instagram. I watch a lot of porn and masturbate on a daily basis. Sometimes I considered finding a prositute and just cleansing my needs. I love her a lot but my needs are not getting met. This is not a troll post I know my thinking is wrong. Need some advice. Thank you.
","Romance, Rant, Advice
SHARE:"
465,"So I'm an Asian guy and I've been dating an Asian girl for the past year and a half. I'll explain why this is relevant. We've brought each other home and her family was delighted that she finally brought home an Asian guy and we both get along with each others friends very well and both my friends and family have told me she was quite the catch. We've both had a string of partners before, I've slept with about 40 women in total and like most people, I enjoy sex but I've only had sex with my current partner about 2-3 times in the past year. The problem is, my partners have all been Asian while she's an ex-spg. When she first told me I was the first Asian guy, I felt physically sick and nauseous but kept it to myself and thought could get over it but unfortunately I can't, hence the sexless relationship. It's gotten to a point where I find it physically impossible to get sexually aroused by her and brush her off telling her I'm not in the mood. She hasn't brought it up or been affected by it yet as she's very understanding and thinks I've just been not in the mood. I haven't cheated on her but it's getting really frustrating.
","Romance, Rant
SHARE:"
466,"I was asked point blank if I was gay by a long-time straight friend after some drinks in front of a large group. Being still in the closet, and especially with such a large group I laughed it off and denied it. I don't blame him, alcohol makes it easier for people to ask personal questions. Nevertheless, I felt really uncomfortable that I couldn't give an honest answer, and I wish my friend was more sensitive with the whole affair. 

I don't think I've been flamboyant in any way, just that I've never dated a girl despite being shipped regularly, and I've always claimed being an unattractive nerd was the reason why.

I know there are those who say my true friends will stick by me after I come out, and that those in university are open minded, but I'm really scared. I'm scared of how many will actually remain, and amongst them how many will be understanding and continue to treat me same as per before. I'm sorry, but I'm not ready.

I'm scared that any new acquaintances in uni will judge me based on my sexuality over my personality. I've spoken to friends who would whisper to me in a lecture hall about how a random guy sitting a few rows in front is gay, even when I know nothing about him.

I'm scared my army buddies will run from me and see me as that guy who would add questionable stuff to their Milo.

Coming from a boys school, I'm scared that my bros of nearly a decade will see me as someone who might want to hit on them and distance themselves from me and cut off contact. I'm scared I'll no longer fit in. 

Sometimes, I know curiosity gets the better of all of us. I too, want to find out if my eye candy leans the same way. But there are different reasons between when you ask about someone's sexuality in front of a large group, versus when you ask in private. The first approach makes me feel like you just want to expose me to everyone else. But  if you want me to know that you're comfortable with who I am, there are plenty of ways to do it in private, which I think is a good way to build trust too. I won't give an honest answer either way at this stage, but it'll definitely make it alot less uncomfortable. I've always wished I could fit in and be straight like most people, but the reality is this is something I don't really have a choice over. I just hope my friends in the majority can be more understanding, and not to make it more difficult or uncomfortable for those with a different sexuality.
","Rant, Advice
SHARE:"
467,"Just a word of advice to those whining about CS1010* being too tough. If you snowflakes cannot even handle CS1010 don't even think about getting into top-tier tech companies. The interview process is all about CS algorithms and fundamentals. Quit whining and code more. Kthxbye.

- From a reputable SoC senior in a FANG company
","Funny, Rant
SHARE:"
468,"Why do NUS science students insist to squeeze up the bus when it's already so packed? KR MRT is literally within walking distance from the science faculty ????‍♂️
","Rant
SHARE:"
469,"Is a degree still important now? Or will it come to play only in the later years of your career where your limit is determined by your educational level (like Army). From what I've read and researched, fresh grads are getting lowballed with many settling for 2.5 to 3.5k.

Furthermore, many of the jobs do not require expertise or knowledge pertaining to your degree. A recent news showed that half of Singapore grads find jobs not related to their degree. Goes to show how useless the core modules become when you graduate. Note to self: Memorize your notes, cause you can just forget it after finals.

Some may argue that you will learn soft skills, project management skills, get networks etc during your undergrad course. But you can also learn these while accumulating work experience, not to mention the salary which you can use to pamper and upgrade yourself.

Going to a JC used to be a popular choice for many of those who can. But as the gap between a diploma and bachelor cert closes (in terms of value for money from the perspective of a employer), will diploma be the new favourite? Or will fresh grads widen the gap by pursuing masters?

What's your take?
","Rant, Advice, Ask Prof Ben
SHARE:"
470,"Seems like all Engineering majors(from a cursory look) need to do CS1010E now. At least you can move on to further CS modules now, unlike certain batches from a certain major which had a crippled version of CS1010 (irony, need things like pointers). Sure, EE students may still have gotten the ""shorter"" straw by having to do 6MCs worth of basic programming, but at least you have more space to do both Python and C(CEG does only C in CS1010? Not sure if that would be a good thing for EE). Also, not like as if Python can talk to hardware like C can(from what I have seen so far, so no choice).[EOF]
","Funny, Rant, Nostalgia, Advice
SHARE:"
471,"Be me. Sits in LT. Rowdy group walks in. Sits a seat away from me. Lecture starts. They talk among themselves. Bloody distracting. 15 mins pass. One turns around. Asks what the prof said 10 mins ago. Keeps cycling btwn asking me, talking to friends, reading social media. Missed some key points. I walk out.

If you're not gonna listen, just leave. If you're gonna ask, don't ask for a repetition. And don't be selfish. There's people trying to learn. Btw I don't sit with anyone now.
","Rant
SHARE:"
472,"I told this guy I liked him and he said he COULD feel the same way about me, it’s just he’s not ready to be in a relationship. Fair enough, I respect that. The week after I told him that, literally 7 days, he’s going out with this chick. Why couldnt he just he honest instead of giving me false hope? So annoyed. I want to bring it up but at the same time it’s humiliating
","Romance, Rant, Nostalgia, Advice
SHARE:"
473,"Do people deliberately screw up their group projects so they can up their own individual grades? Most messed up thing I ever heard, hope to God it ain’t true
","Rant, Advice
SHARE:"
474,"I lost the girl whom I loved and cherish so much...
It was a miracle and I am forever grateful that I get to met you back then. Things wasn't smooth sailing for us, but I knew that you were the one who I wanna protect and love for the rest of my life.
I am sorry things turn out this way and perhaps over the years, you will get to realise the things I spoken to you does make sense and maybe you will truly understand..

I never wanted to change you into someone who isn't you. I just want you to understand staying together will requires alot of compromise. 

While you merely lost someone who really cares and loved you, I lost everything.. I knew you didn't love me as much but I do wish you all the best and I hope you will meet someone who you will really love and care as much like i do..

Goodbye my love
","Rant
SHARE:"
475,"Just wanna rant. I don’t know if I am being over sensitive and narrow minded but i'm feeling uneasy when I see this particular girl texts my bf. I'm perfectly fine for male-female friends to meet up. But when you say you miss him and that you two should meet up often, I think that's kind of overboard already. 
My bf did mentioned about this girl to me before, they have been friends for many years and that she is not his type. As if she was, they would be together many years ago. She is also that kind of girl that only mingles around guys and don’t really have close female friends. 
I just don’t understand what is this girl doing? She has a boyfriend yet she still text other guy to say she miss him and to ask for regular meetups. Stop bothering my bf and go cherish your relationship with your bf.
","Rant
SHARE:"
476,"Is it difficult to be in a relationship if you are an overly independent women? 

I am one. And my bf comes from a family who is very much interdependent and he feels dependent on me too. But I don't feel that much dependent on him reciprocally. 

He has a huge network and has a lot of socialising events (think work) and some times we appear tgt in the eyes of his colleagues etc. but I don't like to be in the impression that I am (insert bf name)'s gf. What i mean is that, i want people to know me for who I am and not via the label of (bf name)'s gf. 

And from what am what I heard, i am being criticised as being ""too silo"", or people questioming ""is everything ok with both of u?"" 

I appreciate the concerm and care these ppl may have, but it is a little disturbing.
","Rant, Advice
SHARE:"
477,"So there has been many complaints from Engineering students regarding CS1010E mid terms being difficult.

Now you know how CS students typically feel, and why they complain on NUSWhispers; it is not because CS students are whiny, but genuinely because of the high workload and difficulty of CS modules (think Level 2/3/4/5 CS mods, CS1010 is simply introductory).

And please do not bring forth the argument that Eng students are forced to read CS1010E, a mod outside of their area of specialization. This module is tailored specifically for Eng students, and they themselves signed up for it when they enrolled into Eng, just like any other courses.
","Rant, Advice
SHARE:"
478,"I've got issues. I feel like the world is against me. Simple things like getting out of the house to go school or mall, and even on the way home, I feel so targeted. People seems to always want to hurt me. 

Every single time I go out, old men will look at me up and down, then stare for very long time. When I turn to stare at them, some look away, some don't. I don't wear revealing or tight clothes. Once, a man at the next table kept looking, even though his wife is sitting opposite him. When I stare at him, he started smiling. Another time, a man took video of me. I noticed it because I happened to walk over to stand behind him in the queue. But I don't dare to confront him. 

Some times I try to be ugly as possible. Unkempt hair and black baggy clothes. I don't even own any makeup. But same result.

Not only that. When standing in trains or buses, women next to me will sling their bag so hard that it hits me. Some times the path is so wide but they will walk so close and elbow me. 

It's all these triggers that builds up my anxiety and it consumed me many times. It gets so bad that I will call in sick the next day. The next thing I worry is the journey from house to clinic and back, for my mc. 

School being so far from home makes it worse. How I wish I'm rich enough to just cab everyday, so I won't face those perverts and inconsiderate people. 

Some times I just want to end it so I won't experience these anymore. But I have responsibilities to my family.
","Rant
SHARE:"
479,"In the midst of clearing my personal stuff to avail myself for more life, it’ll be nice to have a partner who’s willing to walk through thick and thin with me without any selfish agenda.

Having close to nobody to dive into deeper discussions can be quite boring at times.

I do miss a guy but I know he prefers to have sex before marriage to test out the sexual compatibility while I’m against this idea because no female should be subjected to being an “item on a shelf”.

Life’s definitely getting better but I guess this phase will pass..
","Rant
SHARE:"
480,"Is it unfillial if one does not love their parents? I don’t love my mother as much as I used to. As a grown up, I realised how toxic she actually is as a parent. E.g. is how she loves guilt tripping us, is verbally abusive, etc. I would like to distance myself from her but feel bad about doing so.
","Rant, Advice
SHARE:"
481,"Last night I sat alone at my desk again and wondered about how terrible single-hood feels again. Friends help you feel more connected, but at the end of a day it is not a substitute for a wholesome relationship. The good mornings and good nights, the feeling of being responsible and committed to someone.
Honestly, at this point I don't even dare to dream of having a super hot girl or a wild relationship that is insta-worthy. All I want to look for is a jaded, down to earth girl who is not too pretty and ready to build a future together. This life thing is too tough to go through alone. Where is my someone?
","Romance, Rant, Advice
SHARE:"
482,"This is already the period when cs1010s students get so salty and complain that the paper is too hard. Ask yourself if you did ALL the papers give. Did you practice under time conditions? Did you truly understand the answers? Or maybe you copied codes for missions I guess, so your programming skills hardly improved over the course so far. You won’t find another module that provides so many pyp for you to try out. If you knew you aren’t good in doing the papers, you would’ve practiced more, try out random code tracing problems by yourself, ask tutors, etc.

Yes, there will be those who are better cus high IQ/ started learning python before university, but these ppl make up a low percentage. It’s not like these smart people only exist in cs1010s anyway, these people exist in most modules. Even many of those who who started ahead in python struggle in cs1010s. So the point is, just put in a lot more effort if you really want your A. Else, too bad, just SU then. If you carry on with this attitude complaining about how hard the paper is, you will be suffering in the rest of your uni life.
","Rant
SHARE:"
483,"I was at the hospital this morning visiting my friend who just had a leg surgery, after that I had my lunch at the hospital canteen. It was pretty crowded so I shared the table with an old lady, to which I saw she was pushing her husband (I assume) in a wheelchair. From his looks it seems like the uncle had difficulty speaking. Then I went to queue at the chicken rice stall and the auntie queued at the fish soup stall beside, I then overheard this conversation in Chinese:

Auntie: “Hello, 1 fish soup please.”
Guy: “$4.50.”
Auntie: “I want rice can?”
Guy: “Auntie you want 2 rice is it?”
Auntie: “No, I meant I want the soup with rice.”
Guy: “Soup comes with rice lah.”
Auntie: “Oh okay sorry.”

Then I saw the chicken rice stall guy was laughing at their conversation. Not only was the guy taking the order quite rude, his friend was laughing. 

Don’t they realise that they’re working in a hospital where generally people don’t come here unless they have relatives or friends in need of hospital care? I mean I get that life is full of sh*t but come on have a little sensitivity, it’s not like patients visiting the hospital isn’t finding their life hard enough. A little professionalism can help make people’s lives easier. Quite sad to see this really.
","Rant
SHARE:"
484,"Hi guys, I just graduated from poly this year (May) and I got a job offer (SEP) from my previous intern place (OCBC). After working for 1 month with all the job training, Work is just too overwhelming for me as there are many cases that need to be done with plenty of emails and follow up... Monday to Friday I always reach back home around 10:30 pm and I guess from next week onward I will need to go back home at 11 pm... I feel so stressed and feel like quitting.... but I do know that everyone will go through it but then what makes it worse is my colleagues been hinting me to be fast and pick up everything as fast as possible... But I just joined for one month and I have a lot of things I need to familiarise and practices .. sometimes I feel my colleagues find me annoying when I go over and ask for help... Please advise me as I have been feeling so stressed up and I even cry by myself thinking why am  I so slow and weak... currently, I am facing mentally breakdown.. dragging myself to work and face all these workloads make myself feel so down and stress... This job is not something I am passionate about but for the sake of paying my poly school loan, and get the job asap, I just accept the job... please advice.. and No troll comment, please
","Rant, Advice
SHARE:"
485,"Why I so pretty but nobody wants me? Do guys/girls care more on looks or character or both are equally important? 

I’m pretty and bitchy and judge people a lot though. Tbh rejected quite a few guys coz not keen. 

Any tips for me ya
","Romance, Rant, Advice
SHARE:"
486,"Being single in SG is expensive y'all. 

I'm 2nd year out of university. Salary about 6-7k a month before CPF deduction. I can't BTO on my own. But buying 2nd hand HDB is economically so much less worth it as an investment compared to the private market. 
A normal private condo even the 1-2room kind now is like at least 1million. My salary isn't enough to loan more than maybe 500-600k on my own? 
I have only managed to save 40K in my first year because I spent money on some stupid stuff when I first started working. I'm saving about 5k per month (paying my parents allowance and bills etc.) At this rate to even hit a down payment of 500K I'm gonna need 100months. That's 8-9 years. And I'm not even looking to own a car. ANd I'm ignoring inflation of the housing market. 

And that's not even factoring the budget I need for all the cats I want. At this rate I'm going to be flipping 35 years old before I can move out, and 40 years old before I can be a comfortable cat lady. Can't imagine how it feels like to want kids. Maybe I should just enter a contract marriage and solve all my problems. Anyone here wants a relationship where two people just live together and be friends with no sex involved? I can cook and do my own share of housework.
","Rant
SHARE:"
487,"Ranting here, I'm an engineering student who had just taken CS1010E mid-term today. I realized I am so weak in programming that I can’t even attempt a single question. It’s in MCQ format so I literally guessed every answer for the paper. 

GGWP. I felt so shitty to the point that failing CS1010E is a norm already (I had already flung the first PE). There is no way I will SU this module because I do not want to face this nightmare again, so my GPA is gone case. 

CS1010E is peanuts as compared to any other CS module right? This means I just stupid, not being able to do a simple module. What’s more, I am from a Polytechnic, meaning that I have some background knowledge in programming which is suppose be beneficial. It doesn’t help me at all despite that. That is where I came to realise that programming is something that needs to be built up with experience and practice or talent. Its either you get the logic or you don’t. 

By the way, I taking an extra major in Innovation and Design. I somehow overestimated myself that I will be able to cope. Turns out I made a stupid decision on that and I’m doing badly. I grasp concepts much slower than the others, sleeping around 3-4am almost every day and having no social life. Despite trying, I see no result, taking CS1010E, EE2026 as an example. There is literally no one I know I can relate to for the workload I have. This is where I’m starting to give up already due to the trauma caused by CS1010E mid-term. It’s a shit feeling whereby there is no result return in the amount of effort I put in.

Year 2 Electrical Engineering Student direct entry from Poly.
","Rant
SHARE:"
488,"Prof Alan of 1010E, after that midterm paper, I sincerely appreciate that Mario analogy ROFL. It was super apt. Is there a possibility that there could literally be nooone that scores an A for this mod, given that there wont be a bellcurve? Can we bell curve please!
","Rant, Advice
SHARE:"
489,"Dear Prof Alan,

Today's midterm was torturous. Not only the students, many tutors who did CS1010S felt that they couldn't have completed the exam within an hour. I personally think that even if you set the exam as 2hrs, the grade distribution will still be good. Furthermore, these types of questions were never encountered before. Hence, I strongly hope you could do something about it (e.g. cutoff mark adjustments or remedial with more time allotted to test our complete understanding on python code tracing). 

Best regards,
A student who was surprised by the huge gap from (very easy) PE1.
","Rant, Advice
SHARE:"
490,"Not trying to be a pervert but like........ is anyone even a virgin anymore? Do people still “save it for marriage”? I really do wonder what’re the youth opinions on virginity. Is it a social construct? Is it important to you? (Please take religion aside, don’t tell me about it’s not allowed in religion. I wanna know personally how y’all feel) would someone not being a virgin be a deal breaker? Why?
","Romance, Rant, Advice
SHARE:"
491,"I was feeling very upset as I felt my friend betrayed me. I just found out yesterday and I was so disappointed and angry. I was ranting to my friends about it but I realised it is a bad idea as they are all busy with midterms. Hence, I used an app that allows for anonymity. I wanted to vent all my frustrations but someone insist that meeting up and rant would be much better. Feel like I wasn't thinking straight at that time, I actually say okay to meeting up and now I felt kinda sacred. I thought that he will just listen to me talk then offer some suggestions, then goodbye. Guess not, he wanted sexual favours and was really pushy about it such that it was kind of scary.But I guess its my fault for actually agreeing to meet up...
","Rant
SHARE:"
492,"Why is the library changing names? As a student, it works fine. It seems like such a waste of time. What other top universities call their library with 'trendy' 'hip' and 'cool' names? *rolls eyes*
","Rant
SHARE:"
493,"Can you be in love with someone and be their friend? 

I’m an exchange student from London, and this is my second semester in NUS in Singapore. When I first came here earlier this year, I got on really well with a lad from Norway and this girl from Singapore. And ever since then, we have been absolute best friends, it’s amazing. But at the start of this semester, I have been developing feelings for this girl. And let me tell you, I have never felt this way about anyone. Like, ever. I wouldn’t say I am a playboy.... but I kind of am. I’m not a bad person, I just never wanted to commit to anyone. (I always made sure that if I were doing anything with anyone they had the same idea as well. So I never hurt anyone. Never want to as well. Just clarifying that) But yeah, basically I was going to tell her. 

She’s not thick but she just thinks of everyone as her Friend So like all the hints i drop or sweet things I say she just takes them take them  in a friendly manner. I was going totell her. We went out just 2 of us. I made it really nice and  everything. Out in then open. Movie in the garden. Dinner. AND THEN she told me she likes the other guy. 

WHEn I tell  you ive never had my heart hurt like that  before. It broke my heart. so i never told her. Now my questION is can you be friends with someone you’re  completely in love with? 

Also how do I move on from this? I’m a worried about myself man. Not to flex but 4 girls thissmemester have asked me out and I said to them all. LIKE I’ve got no interest anyone. its scaring me. 

Well this got a bit Long. cheers if you read it till the end.
","Romance, Rant, Advice
SHARE:"
494,"Hi I need some advice, please help a girl out. Soooo there's this guy who's interested in me and he has asked me out a couple of times. He's a nice guy but I feel no attraction to him whatsoever and I don't want to lead him on, so I've been subtly rejecting him each time (saying I'm busy, keeping text conversations short etc.) I do this because I don't want to hurt his pride (I say pride for the lack of a better term) and I think it truly takes guts to ask someone out, which I admire. But in part it's also because he's my friend's friend and the three of us are in the same class together and we're desk mates and I don't want to make things awkward. That said, he just asked me out again and I'm getting tired of this so should I just make things clear to him once and for all? What is the most diplomatic way to go about doing so? Sigh, is he just that dense or does he not want to get it?
","Romance, Rant, Advice
SHARE:"
495,"Honestly, I used to think that I was a pretty sociable person. Until I came to uni and realized I don't genuinely like anyone I meet ???? it's like I can make conversation when required of me, but it's bothersome to me. I don't have many friends that I can turn to (just a few cliques here and there), since I don't find joy in small talk and superficial hi-bye friendships, and hence hardly reach the stage of building deep relationships with them. Also, when I meet new people, I see things that I dislike in them super quickly, which makes me not even want to try to befriend them. lt doesn't even have to be a whole personal encounter for me to come to such a conclusion, a short few seconds would do. One reason could be that I think I tend to see through people's intentions very easily and hence don't fall prey to all the fakeness going around? Or maybe it's that I just don't have much love to spread around lol all exhausted on my family and bf? 

Since wide connections seem to be very important to succeed in life these days, I do often reflect on myself and wonder why I'm like this? Am I really that bad of a person? I guess trying to judge less and learn to accept and befriend people that seem different from me is the only solution, but I just feel fake doing it. Any suggestions on how to improve myself?
","Rant, Advice
SHARE:"
496,"I am a student who has special arrangements for midterms and I am supposed to take a midterm tomorrow morning.

However, I have to squeeze and use the midterms with a lot of other students at MPSH.

I am sorry but I have to complain here. At least I have the courtesy not to mention what module code it is here.

How is this fair? How is it ""last minute request""? Also, is ""manpower issue"" my business?

Doesn't RO inform the module coordinators of all the mods a SPECIAL NEEDS student is taking in a given sem IN ADVANCE??

Already I am a SPECIAL NEEDS student. Now I have to bear the brunt of a ""cock up"" by the lecturer??!! DUDE, it creates more stress for me JSYK!!!

Prof Ben, can advise?!

I AM SO PISSED OFF man @$@$@
","Rant, Ask Prof Ben
SHARE:"
497,"I think I'm a average looking girl. Alot of people tells me that I'm pretty but I remain humble & modest. 

I'm not very active on FB/IG so I seldom post selfies/pictures of myself. But when I do,guy friends will casually chat me up & text me for 1 - 2 days. (My account is private & my followers are all people that I know)

TBH,deep down I feel empty inside as I felt that they were talking to me only because of my 'pretty' face. They won't bother to drop me a text asking how am I doing during the period when I'm inactive (I can go inactive for at least a month) on social media.

Any girls/guys encountered such situation before?
","Rant, Advice
SHARE:"
498,"I’m curious how people posting confessions feel when seeing replies that are mean or offensive... :(
","Rant, Advice
SHARE:"
499,"Sometimes i wondered why do my friend attend lectures but does not pay attention and just play his laptop game.

It is like playing a full football match without attempting a single shot on target.

Then i remembered he is a manchester united fan lul.
","Rant
SHARE:"
500,"It really hits damn hard to know that you screwed up a potential dating partner because you lack dating experience and didnt take the appropriate approach to help your dates with her progress. Especially so when she is someone you are seriously fond of. I'd like to hear different views from people reading this post. Thank you
","Romance, Rant, Advice
SHARE:"
501,"Hi, I’m a freshman in FASS and I’m stressed out and not coping well with the workload :( Everyone around me looks like they are coping well, says that Year 1 workload is nothing much, or FASS curriculum damn chill. But I’m literally studying in campus every day till 11pm without attending to any distractions and I still find that there is too much work. Maybe I’m just slow. Anyone feels the same way? Hope someone can talk to me haha
","Rant
SHARE:"
502,"Don't you guys find it irritating that some people in the comment sections from news media pages keep repeatedly bringing up about getting good grades from NUS excuse you from crime? not sian meh? Keep repeating the same joke. No wonder you're not from NUS, your intellectual capability is only limited to one joke which is already being told and laughed over.
","Rant
SHARE:"
503,"I have done my part as a guy. I definitely going to miss her when she goes back to Thailand

But having said that,I am sure the care and concern I have shown to her, she definitely reciprocate it . To me, she has taught me a lot of things. It would be great to have her heart.

I am going to make sure her life is well taken care of if she wants to be with me. That’s a huge driving force to realise my ambition and to give her extremely good life only one can dream of.

It is fated definitely. I don’t rmb much for other girls except her. She is the only one I can rmb so much. This will be my ultimate driving force to succeed. The power of love and my desire to give her the best life
","Romance, Rant
SHARE:"
504,"NUSWhispers should just be renamed to SGWhispers. Everyone from all over Singapore (and some from overseas) is posting here for relationship advices....

Oh by the way, stop abusing the ""Ask Prof Ben"" option. Prof Ben != Siri
","Rant
SHARE:"
505,"Had been talking and going out with this guy for a few months before we got it on. Didn't expect it to be an ONS as we clicked really well so I thought the feelings were mutual as he says ""sweet"" stuff to me often as if I was his girlfriend. Oh well didn't expect to be ghosted right after the sex but I guess I will need to upgrade my skills. Meh.
","Romance, Rant
SHARE:"
506,"Why is the library starting a naming competition? The current name works fine. What a waste of resource, time and money.
","Rant
SHARE:"
507,"I don’t understand. Why is it that no matter if the guy is in the right or wrong. As long as the woman is angry/unhappy, the guy will always be in the wrong. And people still talk about male female equality. So equality will only happen when it benefits the woman, else inequality is ok?
","Rant
SHARE:"
508,"I met this guy this sem and we got along well and before I knew it, I kinda fell for him. When we are together, he uses somewhat endearing terms on me which made me happy but I also know that he's most likely just joking around, since I am also a guy. Recently, our text conversation and gaming sessions have slowly died down and I don't dare to ask him in fear that I might be bothering him and that he might find me to be an annoyance. I've been kept awake at night and my work has been somewhat affected because of this agony. It's kind of my fault that I've fell for him so I can't really burden him with how I feel so I just have to take it haha. Since the sem halfway through, I guess the feeling will just simmer down since I will most likely never meet him again. I just wanted a place to rant since I don't really have friends to rant to haha. Thanks.
","Rant
SHARE:"
509,"Why can’t NUS girls shave their pubes? Almost all the girls toilet i went in school in the showering or toilet cubical has pubes lying around in the toilet seat, or in the drain. please be hygienic, remove your pubes. Furthermore singapore’s weather is so hot, you wouldn’t want your little sis to be clotting up your sweat.
","Rant
SHARE:"
510,"Ignore my english please thanks.
Dear Prof Ben,
I am extremely strssed out carrying people in 3k software engineering mods and a few other mods....
I know that we cannot pick our colleagues at work. But having to look at the potential liquidated damages that stacks up to selling my parent's HDB every single day is a huge load on the shoulders. Coupled with the fact that grouping people who just do not contribute to the group and expecting us to carry them is even worse. When our CAP falls below the threshold, are they the ones responsible for paying off the damages? No? How am I even suppose to reach the stage of ""graduating and working with colleagues"" when I cannot even graduate because of slackers in the first place?

This ""you can't choose your colleagues"" or ""such is life"" reasoning has to stop. Let us focus on the short term goals of not paying the LD before even talking about choosing colleagues when we graduate please.
","Rant, Ask Prof Ben
SHARE:"
511,"I'd been fighting with my younger brother for half a year now, because of our disagreement over his university course. He applied once and did not get any offers back. I'm a recent Computing graduate, and due to our family's financial problems, I agreed to pay for the tuition fees of my younger siblings' university and polytechnic education. However, even though my brother did not do well for his A-levels and highly likely couldn't qualify for Biz or Engineering, much less CS, he decided to ""follow the trend"" to choose courses in CS in his application. He's interested in subjects such as algorithms, artificial intelligence, augmented reality, computer graphics, and cryptography from things like video games and cryptocurrencies!?

I advised him to choose a more realistic course option he could enter but he refused, saying it was either NUS SoC or NTU equivalent or private uni equivalent. I showed him statistics that IGP for SoC had rocketed, so it'll be hard for him to get in even if he attempts however many times he can during NS. At my wits' end, I threatened not to pay his uni fees if he went the private route and he rebutted me by saying he will work part-time to fund his own education.

What can I do to make him see the light? Why are those youngsters so focused on their own selfish aims? I'm just upset about it.
","Rant, Ask Prof Ben
SHARE:"
512,"My mother just casually mentioned to me over dinner last night that her friend's son is applying for an internship in the company that I'm working in.

Nothing interesting, just wanted to know if I knew who would be doing the interviewing.

Turns out my mum has known this guy for quite a while, and is on quite good terms with his mum. Wants to go out and have lunch with both of them and bring me along since apparently he's my age. 

TFW I realise that this guy and I hooked up during our JC days... So awkward to have your mum know your hookup in person can?
","Rant
SHARE:"
