,confessions,categories
135,"Been together with my gf for >5 years and engaged for almost a year. Like some of the bros here, we have not had sex ever. Now that we are engaged, shes still refusing it n waiting for marriage. I mean if we are only dating I do understand, but we are engaged now and getting married next year. What's really going through her?She has zero sex drive.. one concern I have is that after marriage, it's still gonna be the same... what should I do..
","Advice
SHARE:"
136,"Second day of school and there is already barely any space to study in Central Library. The study areas in Level 3 and 6 are closed for renovations, and the newly renovated level 5 is not enough to cater to the whole population of library goers. The new first floor atrium also does not have tables and chairs for studying. Hope something can be done about this, otherwise it will be a very tight squeeze this semester.
","Rant
SHARE:"
137,"Graduated last year and accidentally got pregnant after my grad trip. My then bf and I quickly got married and found a place to stay on our own. My husband hoped that I could stay home to rest and so I quit my job. I appreciate the perks of not having to work but I do feel quite bored sometimes. All I need to do is housework and preparing for birth and motherhood. I don't have many hobbies and my life is pretty routine and boring. Any suggestion on what to do to kill time? Any good book/game/tv show/etc to recommend?
","No Category
SHARE:"
138,"After 6 weeks of hard work, 100 hours of coding, 3 rounds of usability testing, my friend and I are very proud to launch our webapp analyzing 44,438 confessions on NUSWhispers over the past 5 years: nuswhispersapp.appspot.com

Do have a read and let us know what you think! :)
","Funny, Romance, Rant, Nostalgia, Advice, Ask Prof Ben
SHARE:"
139,"Is there any where to be homeless on campus or anywhere in Singapore for a week? I'm an international student with no house here. I have no money and I don't want to early check-in for my hostel as it is expensive. I can shower in some of the toilets. But I still need shelter a place to sleep without getting caught. Anyone knows where I can possibly find a couch (preferably indoors, bonus if there's aircon) at night on campus? And Is there anything else to consider besides sleep, shower and food? Thanks in advance
","Advice
SHARE:"
140,"Its been 12 years since we first met. The first time I saw you, I froze for a few seconds just thinking of what an angel you were and how happy I would to just be your friend. You were absolutely perfect and honestly, out of my league. 

As months past, we got closer and began hanging out on our own. Somehow you started coming to my house and spending time with me despite your ridiculously tight schedule. I thought you were just fooling around and so I didn't put my all into it. I was always half hearted for I feared of getting myself burnt infront of a ""too good to be true"" perfect mate. 

I guess you grew tired of waiting and hinting, that over the years we each met our current partners. I told you I missed you then but I guess it was too late. It's been 4/3 years since each of us got married respectively but not a single day has passed for me without thinking of you. 

I love my current partner and am responsible for our marriage and will not do anything to jeopardize it, but my heart still yearns for you every day, every minute, uncontrollably. I hope you have found your 100% happiness with your partner and will never look back. 

希望你以后不会后悔没选择我...
","Romance, Rant, Nostalgia
SHARE:"
141,"The same old response every time you say you are lonely
1) Do volunteering
2) Go to church
3) Offer yourself as sugar

Nevermind I stay lonely
","Rant
SHARE:"
142,"I am a year 4 student with a crush on a year 1 girl in my CCA. We have spoken a few times about CCA stuff. How can I go about trying to talk to her more? Is the age gap too large?
","Romance
SHARE:"
143,"I am thinking of being a part time private hire driver using my family car. I realize that I am always running short of cash as my spending can be rather big (dining, multiple travels per year, gadget and game purchases etc) and I estimate I need at least 2k per month average to buy these things. I can drive for 6 hrs for 2-3 days for weekdays and full day for weekends outside of my study time. I only need to bear petrol expenses as the car is fully paid. Can anyone advise if it is realistic to hit that amount and if part time driving is worth it?
","Advice
SHARE:"
144,"How important is it to keep friendships outside of your relationship? I have been attached for 2 years and during this time, I’ve put all my friendships in the freezer. Now if I want to talk to my former friends, it has become difficult and awkward. I have spend a lot of time as a couple and my social skills have rusted during this time. I’m also introverted and it’s very hard for me to make new friends. If my girlfriend were to leave me for whatever reason, I’ll really be all alone and scared.
","Advice
SHARE:"
145,"OMG I just wanna say I fully agree with the post about the harsh girl in the comments. I mentioned her name once - her full name, and the confession post did not get published. All this while, while reading confessions I noticed that her comments were not only harsh but more often than not, unnecessary. You come from a place of condescension... and it’s very clear. Maybe you genuinely want to help because of this bank of life experience you have, and you probably know you’re above average looking and therefore would get more support likes-wise and so yes it emboldens you to comment freely. HOWEVER, take caution and be kind, you’re still young, and you may not have as much going as you think. You are entitled to your opinion, but you have to drop this mindset that you always hold the right view lol.
","Rant
SHARE:"
146,"Hi everyone! I am currently in my last semester and have not gotten an A+ before. I have many As but for some reason never an A+. Anyone has any advice how to get one? If not I will have OCD for life without an A+ :(
","No Category
SHARE:"
147,"I have just broken up with my gf recently, and i have thrown out everything my gf have given me to prevent those memories from coming back. However, I have a problem, because i used my gf name for my passwords (with slight variations) and whenever i login to my account using those passwords, i have type in those passwords which immediately brought back those memories with my gf. How do i resolve this?
","Advice
SHARE:"
148,"Dear you,

I thought we were progressing pretty well, chatting and meeting up so often, always sharing about our days and complaining about our problems. I'm sure you already know I like you, I've been explicit. But your responses are so mixed it's giving me hope only to constantly pull them away again. I know you try to be friendly to everyone, but many of your actions to me are different and could mean so much more. Of course I have wool over my eyes. 

Then I realised you had the ""habit"" of sometimes replying halfway, and sometimes not even checking our chat even though you're always online. I was blindly infatuated and just ignored it once, twice, many times. But communication is my love language, I felt that I was putting in all the effort maintaining the conversations.

I'm sure you didn't notice, but I've started to pull back, to reread our conversations and realise that most of the time it's just me initiating, you only doing so rarely. Days without replying even though you read the msg, then replying like it's nothing. Or replying on another app. 


I kept painting a picture to my friends that hey maybe you are the one. But now I have to take care of myself first. I really love you, but chat after chat you're just not putting in as much effort in conversations as I hope you would. 

Maybe it's time I move on. You don't owe me anything anyway, since we didn't go official. Have I already fell to the friendzone without even knowing? I hate that you feel bad for ignoring people, even those you friendzoned, yet you ignore me then replying like nothing happened.

I hate that I still want to give you more chances, because I keep lying to myself even though I already know the answer. 

J
","Romance
SHARE:"
149,"So I've been with my partner for 6months now.. I think she likes me quite alot and all, but I'm really not sure how I feel towards her. Like I enjoy being with her and all, but it just feels like this relationship will not last because we don't have much conversation topics and it just feels like there's no chemistry? She is very lovely, and has some ideal characteristics I would love to see in my future wife. But it just feels like something is missing. She gives in to me alot and I just feel like I owe her so much. And I just feel like she's surrounded by so many more guys who can better take care of her than me. and I just don't see why she is still with me. She seems to get along well with her friends (guys and girls), but then we just don't seem to have much chemistry. She seems to be so happy with others, and with me I just don't think I make her as happy as others do. Idk, it feels like I'm just waiting for the day when she realises that this rs is going nowhere and for her to break up with me then. I like her, but something feels off. I dw to hurt her. I did tell her that I wish some things between us can change, and I don't see it changing. Idk how I can change to make this rs last. 80% of the time I don't think this rs will last, but that 20% of the time when I see her in my future, makes me want to fight for this rs.
","Romance
SHARE:"
150,"It took me quite long to get my first job after I graduated. Have working in the company for less then a year.

Bad news, the company Closed down and only give us 2 weeks notice. 

Now I have been looking for new jobs for more then 3 months and no news. I'm getting very stress out. I need to take care both of my sick parents, house bill.. And running out of cash soon.

I feel so demotivated, lost my appetite and no longer interest in my hobbies. What should I do to prevent me thinking too negative
","Advice
SHARE:"
151,"I think something inside me is broken and I have no idea how to fix it. Gf cheated on me with a friend from our circle, and I have to deal with it alone since my so called friends doesn't want to be bothered by it. 

Before the year ends, I would like people who had gone through heartbreaks this year to know that, you're not alone and let's take our time to heal in 2020!
","Rant
SHARE:"
152,"Hi everyone. I am an NUS biz school alumni who graduated in 2009. When I got my final result back,  my CAP was 3.98. I missed second upper by just one grade, 

I went to the Dean's office the next day to speak to the vice dean and she said they considered all such cases if they can pull up any module grade before releasing the final grade. She told me if I needed the second upper for future masters, they are happy to write a letter of recommendation. I left disappointed. Subsequently I managed to get into banking and it was a tough time as it was aftermath of Lehman.

The only impact the second lower had on my first job was $200 lower on my starting salary. I managed to jump to other bigger banks and got promoted a few times. I am in a higher position than my peers who scored better than me in school. Banking is cut throat industry where one has to work smart and grades doesn't matter anymore. it's performance but I have to say SMU graduates are more vocal and NUS grad are more competent technically which is our disadvantage as in the corporate world, if you can speak better, management will take notice of you more. 

it's more important to have fun in your uni days and go for an exchange if you can. memories cannot be bought. No hurry to come out to work as you have the whole lifetime to work.
","Advice
SHARE:"
153,"Freshie won’t understand this
","Funny
SHARE:"
154,"Dear The Man

You saw my weakness and took my silence to your advantage. You viciously forced yourself on me. I remember those big hands of yours, groping my private parts and slipping your dirty hands into my panties. 

I cried hard and helplessly the first time. I hid myself. I called up someone. I couldn't talk. I could only sob. I hung up on them. 

It happened again. I tried avoiding you. You wouldn't stop. I wasn't brave enough to do or say anything immediately. I felt shame and fear. I had so much on my mind, so much reservations, concerns. I tolerated. I gave you the benefit of doubt. I talked with you, time and again. I tried rationalizing with you. I became numbed, then triggered. Now, I questioned my lack of rationality back then. 

Dear The Ones I Spoke Up To

One day, it broke. I broke. I said it out to someone else. I told you. That day, I regret the most. If only, I continued tolerating. If only if only. The hurt wouldn't be this deep, so deep now. 

I spoke up. I wasn't suicidal then, I was desperate for the wrongs to end. But now, I think, I may be so. Because of the aftermath, the re-traumatization, and the additional pain I could had avoided if I did not speak up. The look of disdain on the faces of those I so trusted to speak out to. The horror you put me through. Now, I wake up each day, dreadful, and pained. I go to sleep, wishing my eyes never open again. The nightmares are a constant struggle I fight against every night.

I felt my body was tainted. But now, I feel my body, my heart, my mind, my soul, my everything is way beyond just tainted. I feel inferior and small. I was exposed, I was put through re-humiliation by the ones I so trusted, I was lied to, I was betrayed, misunderstood, and abandoned. I tried forgetting. I couldn't. I tried to trust again. But I am so terrified. Could I ever trust again? Could I survive through this? 

I have been honest, and I will continue to be so. I wanted to live. I wanted to be a blessing. I wanted to survive through and to forge a future I envisioned for myself. But now, I want to give up. Purity is important to me. My body is no longer pure, my life is no longer pure. I no longer know what I am fighting for. My life? What about my life is worth living for now? 

My dear family

Sorry. I am sorry you did not know about all these that have been happening to me. Sorry that I did not share. I felt shame, I felt fear. I did not want to pain you with these, and all the more I do not want to do so now. Please understand me, why I am doing this. I want you to be happy. I know all parents want their children to be happy, too. I want you to know that, I am happy to be your daughter. Sorry that I did not show it enough. I have been drained. And sometimes, it's just hard to keep up with happiness. 

You saw through 20 over years of my life. You saw how hard I've fought for what I wanted. I was so bad in my studies I was mocked at when I was young. And so, I worked hard in my studies, for my grades, for the scholarships. I juggled my studies and work and tutoring. Once, I juggled multiple jobs in a single period. Tough, but you saw it, I never complained. And I genuinely was happy. I looked forward to meals with you. I wanted to see you smile, hear you laugh. I wanted you to be happy. I wanted a successful life, I wanted to be the daughter you could be proud of. I was proud of my achievements, and at the same time, cherished the simplicity of our lives. 

There were times I was down, times when I felt defeated and drained. But these were the moments when I bounced back up, higher. I had moments of sadness and failures, but I never let them keep me down for long. I knew what I wanted. I had my ambitions, my aspirations, my dreams and goals. I knew your expectations of me, and I knew the expectations I had for myself. 

However, this one setback has kept me down for way too long. You questioned, too. I've been doing a lot of things out of the norm recently, doing things for myself, things I normally don't. All just because I was fighting hard to keep my will to live. Fighting hard to see beyond the current suffering and pain, to see again the gift of life. But they aren't helping. And I know I can't sustain anymore. I know I can't spend anymore money on myself just to try to keep myself alive; our finances are tight. 

Now, I just want to be selfish. What will happen to you if I were to do what I want to do now? Probably heartbroken, and more traumatized than I ever am now. Will you understand me? Could I ever forgive myself? That plunge sometimes is so tempting. I just want to say that, please know that I love you, I really do. Sorry that I've never said it. 

My dear friends

If this gets posted, if you read this, and you are my friend, and if you suspect this to be me, please reach out to me. I yearned to have someone with me during this period of my life. I don't even know who I am addressing this to, because I have been so busy studying and working hard my life. I don't spend much time with anyone, other than my family. Do I really have friends, friends who will know this is me, and will be willing to reach out to me? I just know I don't want to be alone. It has been a way too lonely and frightening journey. 

Since that day, I only wish someone would hold my hands and walk me through the darkest days of my life, till I see light. But I am still struggling my way alone in this valley of darkness. Lost, drained, and hopeless. 

Dear Self

Sorry that I failed you this time. 

G.
","Rant
SHARE:"
155,"Hi guys I need some advice. Is it normal for your GF to ghost you on your birthday? Furthermore when it's on New year's Eve? We had talked about where to go and what to do a few days before my birthday, but on the day itself, 31/12, after the usual good morning text, she suddenly didn't reply me after that. I'm also those kind that does not like to send multiple messages so I just waited for her to respond to my morning text. Which she didn't. At midnight, she wished me happy new year. Basically she disappeared and we never met on my birthday which is also new year's eve. I feel so torn and painful inside, but I don't know how to ask her about this.  Furthermore, she texts me the next day as if nothing happened. Any advice on how to deal with this?
","Romance, Advice
SHARE:"
156,"Amidst all the troll, relationship and faith-in-human lost confessions here, I'd like to share something positive, and hopefully encouraging. I just graduated from NUS this year, but it's only now that I feel ready to share my story. 

I grew up in a single-parent family with my mom and little sister. Throughout primary school, I was doing decently well in school and my CCAs. We weren't rich, but we survived just fine as a family. 

Everything changed during secondary school when my mom was first diagnosed with cancer. When I first heard the news, all I could think of was 'why me?'. It felt like god was being unfair towards me. I was not a saint, but I did my best to live my life honestly and did everything as right as I could. Yet, this had to happen to me. From then on, my life started to go downhill. I started skipping school, my grades suffered, mixed around with the wrong company, and committed petty crimes. 

My mom had no idea all these were happening because half the time, she was in the hospital and my teachers avoid bothering her with these news because they do not want her to experience additional stress. But finally, I was arrested by the police for shoplifting. I could never forget the look on her face when I saw her while she was bailing me out. Beneath the wrinkles, paleness and tiredness on her face, her disappointment was apparent. She was weak, in a wheelchair and was supposed to go for her usual check up that day. But she missed it because of me. 

I realised that I was being selfish the whole time. I realised that I was thinking about myself and my own suffering, without realising that my mom was the one who was suffering the most. Additionally, my sister was starting to be influenced by me because her teacher called me and informed me that she had skipped school without an MC or letter. 

I soon picked myself up, took my N levels, and scored well enough to take the O levels. My mom's condition started to get better as well. I stopped hanging out with bad company, and my teachers helped by giving me tuition in their free time. 

I took my O levels. I had the goal of going to a good JC. But it was my second last O level paper, when one of my teacher approached me after the end of the paper. She told me the news. That my mom had passed away while I was taking the exam. My whole came crashing down again. 

With that news, I could not focus on my last paper the next day. I did not score well enough to go to the JC I wanted, and ended up going to Poly. My life, once again, went downhill. It felt pointless to keep trying. It felt like I tried my best to be good, yet life just was not fair towards me. And with my mom gone, I did not have the motivation to study anymore. 

While waiting for the Poly semester to start, I went through one of my darkest period. I was contemplating death every single day. There were some nights when I was very close to going through with my suicide plan. 

What got me out of it was during one of those suicidal nights, I entered my sister's bedroom to put a note on her desk. She did not hear not hear me coming in, and I heard what sounded like crying noise. You see, my sister never cried or showed much emotions. During my mom's funeral, there was no expression on her face. But that day, hearing her cry, I realised that she was hurting just as much as I am. And if I were to die, the pain I experienced would not just end with me. It's be transferred to my sister, and that was the most selfish thing I could do.

I started to have a new motivation in live. My sister. I pulled through poly, juggling with a part-time banquet job during the weekends. And just like that, I made it through poly, and into university because of my good grades. 

We had some help from our relatives, but it was never enough for us. My sister needed school supplies, and I needed textbooks and to pay off my poly tuition fee. My social life was not the best, because I could not keep up with going out with the clique every week and spending money with them when they choose to eat pricier food. Fortunately, I made a few good friends who understood my situation. They always opt for budget options, or insisted on paying for me. One of them had a sibling who was studying in the same secondary school as my sister and was a year older, and he gave me his sibling's old textbooks, supplies and even school uniform. 

There were times when I felt like I was going downhill again, but when I looked back at how far I came, I find the courage to continue on. From someone who was arrested for shoplifting, to someone studying at NUS.

This year, I finally graduated. I was not the best in my cohort, with only a second-lower class, but it meant a lot that I graduated. 

On my graduation day, I did not attend the ceremony. Instead, I went to the place where my mom's urn was kept, in my graduation gown (I didn't care that people were staring), and stayed there while the ceremony was going on. That day was the closest I've ever felt to my mom. She always told me her biggest regret in life was not getting an education and did not want her children to meet with the same regret. I hope that wherever she is, she'd be proud. 

Someday, I hope to go back to school and get a masters or phd. But for now, the best option is to find work first, because I want my sister to go through life a little more comfortably than I did. But someday, I'll make my mom even prouder.
","Nostalgia, Advice
SHARE:"
157,"OK so I have a confession to make.
I am in love with my close female friend.
I know she doesn't like me, so how do I stop liking her?

I can't stop thinking about her. It wasn't like this at the start. I've known her for 2 years, and we've been talking to and playing games together almost every night. I used to have no interest in her, and she had no interest in me. But, sometimes I get mixed signals. She does something that makes my heart beat damn badly.
But I don't think she likes me. And I want to know what to do. She has been a great friend, and I don't want to ruin the current friendship we have, that we can talk to each other about tons of different things, and we have the same interest and common topics. She feels the closest to me in the group and I feel that way to. I don't want my feelings to get in the way of the friendship. Any advice from my NUS peeps on how to kill this love?
","Romance, Advice
SHARE:"
158,"Hi. I’m having some PR crisis and need some advice if I should attend a wedding. 

I’m in a new company for about 6 months for now, and will be moving on to another department in February. A lady from my team is getting married in June. She has been discussing about the details of the wedding to me and she mentioned that her wedding is very small and initimate one and she is not going to invite everyone due to the lack of space and costs. I am very ok with it, didn’t bother me too much, given that I’m very new, and will be leaving the team in Feb. 

However, I just received her wedding invite, that she will be inviting everyone. I’m not too sure if I should go. I’m not very close to her. Very expensive for a person (it’s a extravagant wedding) and I don’t wanna take up another precious seat in her wedding. 

Can you guys advise me?
","No Category
SHARE:"
159,"This is not a troll. 

Been with my gf for the past 3 years. She has never allowed me to have sex with her but we only do mutual masturbation.

Throughout the relationship, I initially was angry at the fact that she couldn’t provide that but slowly I grew towards the point of buying sex toys to satisfy myself alone at home without her knowing.

Slowly and gradually, I slowly lost that sexual spark that I see in her. Sometimes when we do mutual masturbation I just go limp. I cannot image myself doing it with her anymore.

Please help me some advices regarding this. I have never cheated on her before also.
","Romance, Rant, Advice
SHARE:"
160,"Hi. Just wanna check. Recently my boyfriend has taken to a habit of holding me by my upper arm while we’re walking or chilling or doing anything basically. Such that his fingers will be at my armpit. After lingering for est ~20secs, he will take a strong whiff. Sometimes he will even offer it to me. When i question the weirdness of it, he tells me with a straight face tht all guys do it. This is my first bf so i have no gauge but i am beginning to question this. Serious statement so i really appreciate what you think from a girls/guys perspective. Is this really a thing?
","Romance, Advice, Ask Prof Ben
SHARE:"
161,"Ever since I started work, I feel like my social circle has really shrunk (partly my fault for burning bridges and not making the effort to stay in touch). Whenever I scroll through my FB/IG feed, I see so many happy group/gathering photos of other friends and I can't help being envious. Wonder how/where I can make more friends...
","No Category
SHARE:"
162,"No, the girl you guys keep targetting on were not harsh with her comments at all. Cheeky yes. But not harsh. I submitted an anonymous post in the past, hoping to have a listening ear by asking people to comment and I may DM them. She did and I did DM her, telling her about my problems and she was very polite and encouraging. I could feel her empathy and sincerity through the texts. I think if you observe more closely, her cheeky replies are only found in deserving trol posts. And if it helps, I am a girl who has experienced her kind words even though she didn't knew me at all.
","No Category
SHARE:"
163,"Hi everyone so I’ve been dating my gf for almost 2 years already and it’s been going smoothly but in the early stages of dating she told me she had sex before with 2 other guys and me being a virgin at the time felt a bit jealous because they were other guys who had seen her naked and it makes me fee uncomfortable and uneasy at times. Maybe I was under the impression that “If I’m a virgin, then I’ll go look for a virgin too and we’ll lose it together” but it didn’t turn out like that. Everytime I have these thoughts and I bring it up to her she thinks that I’m shaming her for her past so I have kept these uncomfortableness to myself I just want to know if this is normal to feel like this? What can I do? I really need help. 

Thank you.
","Romance, Advice
SHARE:"
164,"Yesterday, I dreamt of a guy that was going out with me. I was really happy, really really happy. But I woke up. I realised it was all a dream. I sat on my bed, looking back at how far I've come.

In primary school, people called me all sorts of names e.g. ahgua, guniang, sissy etc just because of my more feminine moves. I brushed all of that off because I know all their opinions were not important as I am who I am. 

As I start to mature, I started to realise I am interested in both male and female. Whenever I am walking on the streets, I would be checking people from both genders out. I would be stealing a glance at them and thinking how good would it be if I could also get a partner just like them, be in love etc. 

As I grow up in a conservative family, I am unable to voice out or to vent my frustrations at people, not even my friends. I have never told anyone about my sexual preferences. Even I, as the owner of this body, denied the fact that I am actually a bisexual. I cheated myself into believing that I am straight, and this constant suppression of desires had myself depressed and really introverted during my teenage years. However, deep down I know I am actually a bisexual. I would then cry myself into sleep, wondering why am I different from what the society perceived a male should like.  

As I enter poly, I met more people. I see people from all walks of life, be it straight, bisexual, homosexual etc. And I remember it was one fine day, on my way to school, a thought came across my mind. If I intend to keep my sexual preference as a secret forever, and if I continue to deny the fact that I am a bisexual, isn't it very pathetic as you don't even recognise and acknowledge yourself for who you really are? Because if you don't even accept for who you are, how are you expecting other people to accept who you are too should you tell them about your sexual preferences in the future? From then on, I start to accept myself for who I am and I am happier and contented with life since.

Although I still don't have a partner as of now to adore me, at least I appreciate who I am, and I love myself more as compared to the past. 

I just wanted to share my story. I hope to let everyone knows that there is this group of people in LGBT society who are still suffering internally. Not because of how you think of them, but how they think of themselves. Just because society sets the standards and all of us believes in it, this group of people just follow blindly and thought the standards was ""right"", thinking that the outliers (like them) were ""wrong"". Truth is, society isn't always right. Only if we could all think deeper, be a little compassionate and stand from a different viewpoint. Maybe, just maybe, the world would be a nicer place. Thank you for reading this post :)
","Nostalgia, Advice
SHARE:"
165,"To #75073. Offering a guy's perspective to your 6 years relationship.

You said you weren't the best looking while your partner is, while you turned from secure to insecure in the relationship. Seems to me that a likely reason your bf fell for you was because of your personality, likely because he was attracted to how confident and secure you were at the time.

Now if you can't trust him and am insecure all the time, I think this is going to push him away from you. Seems to me he takes the effort to explain to you what those girls are texting him, this is not something every guy would bother to do to their girlfriend. And an active step from his part to build trust.

He can't change his looks, and any person who wants to cheat will cheat- this isn't a looks matter. Imo you have to work on your insecurities, if not it is you yourself who will ultimately be ending the relationship anyway- through your very own actions.
","No Category
SHARE:"
166,"There has been many OPs asking if they should break up, and many comments telling people to break up. But in the past, what our parents or grandparents learnt is how to fix it, rather than just throw it away and 'buy' a new relationship. If you have been approaching it wrong, it shouldn't be 'you don't deserve him or her', but 'let's work and see how you can change'. We are all work in progress, and the same goes for our partners. We should always try to fix it first, before discarding our relationships.
","Romance, Advice
SHARE:"
167,"Agent: Hello Xxxx :)
Agent: This is Jxxx from Prudential
Agent: We met at Tg Pagar just now
Agent: Is next Thursday or Friday a good time to catch you over lunch or something? ????
Thanks

Me: yes hi
Me: lunch on you?

Agent: ????
Agent: Sure

Me: ok, but just before you make a trip here for my lunch, i need to just state clearly that i'm not really looking for any insurance coverage. So, if you assess that it may be a wasted trip and meeting, you may say no to the meeting...

Agent: Ok thanks!

Me: next thursday lunch is fine
Me: preferably either 1115am or maybe 130pm
Me: so that the crowd is thinner and not so noisy if you wish to discuss matters

Agent: I mean let's call off the lunch since you're not looking at any coverage at the moment????
Agent: we can look into that in the future should you want to look into your portfolio.
Agent: Thanks for your prompt reply.

Me: Sure. I'm happy the free lunch helps to clarify your objective of meeting. Have a great week ahead.
","No Category
SHARE:"
168,"Long post ahead. Just needed to rant and seek some advice.
I have this girlfriend clique from long ago. We’ve been together for more than a decade already.  I sincerely missed those days when all of us were still single ladies, where we would often arrange meetups for dinner and would treasure each others company. 

Now the problem comes when over the years, with each girlfriend finally finding a partner, I realised that all their attitude started to change. Now, don’t get me wrong, I am not jealous or anything, in fact I am truly happy for my friends who finally found a soulmate. From the bottom of my heart. Really. But what truly irks me is that the ones who are attached starts to slowly drift away from the clique, and often doing things that neglect the feelings of their girlfriends. Eg the clique has forever been planning to go for a short trip; to batam lets say, cos we havent had a chance to do so since we’ve been together. Then this one girlfriend can say “huh no $”, only to fly off to Japan with her boyfriend couple of months later. 

Then, there’s this other girlfriend. Before any of us dated, the clique has never emphasized so much on budget whenever we meet for dinner and to celebrate each others birthday. We just eat whatever we wanted to, cos what’s most important were the company we had back then. Now, whenever we do plan a dinner date/mini birthday celebration, people be like “budget please”.  Whats worse, when you see their insta story and they be like dining like queens with their boyfriends every other day (or sometimes every day). When its the clique’s turn to meet up once every 2/3 months, it becomes a budgeted affair. So now what, your decade long girlfriends become your budgeted friends already lah. Can eat good food with boyfriend all the time, but girlfriends not worth the time and penny to eat good food with?? Plus, we always plan a month or two ahead the birthday or dinner date, and people always gives excuses of being busy and all, it’s so darn hard to fix a date that everyone can make it. 

And then, every night (i swear) after work she’s having dinner with  her boyfriend  -.-  as seen from her insta story. THIS i cannot understand. 

To fellow girls, is this common in girl cliques or is it just mine. Why the need for double-standard, is it that difficult to prioritize both clique and boyfriend without upsetting either parties? Or is it that a decade long friendship means nothing to them anymore once they had a partner. Ain’t it like like burning bridges with friends who truly stood by their side since the beginning, long before that boyfriend of theirs existed??? To that, I always feel very sad and disappointed with these girlfriends. Is it right for me to go tell them out about their behaviour??
","Rant, Advice
SHARE:"
169,"RING of FIRE!
if you miss the annular solar eclipse today :)
","No Category
SHARE:"
170,"Are there any success stories of couples these days who manage to stay off sex until marriage? Why does it seem that most are doomed to fail without it on NUSWhispers?
","Romance
SHARE:"
171,"Is it so wrong to get together with someone because you like his/her status or background or wealth, knowing that he can very well provide for you to live comfortably for the rest of your life, BUT, you are not actually attracted to him?
","No Category
SHARE:"
172,"Dear you, 

Thank you for the amazing 4 years together. Thank you for making such a long time seem so short. Thank you for embracing me and accepting me. Although we now have to part ways, it has been a wonderful experience. Although we have some bittersweet moments and have times that we would rather not see each other, I have always came back. But this might just be the last time I might be coming back. I have invested far too much time and money on you and my parents would prefer if I stopped. They say that things will always work out but I guess this is the end. Goodbye school, time to move on to adulthood:)
","Funny
SHARE:"
173,"Dear NUSWhispers community. It pains me that it's come down to this.

I'm a regular participant here. Sometimes really cuz I have nothing better to do on commutes because mobile games don't appeal to me.

But of late I find toxic comments and trolling to be the norm, even on posts where OP was obviously in distress and needed some kind of emotional support, encouragement, or just some advice.

""It's the internet"" you say. My faith in democracy died in 2016 with Trump and Brexit winning in the polls, and again with Boris Johnson winning in 2019. I think the internet remains the last unmolested vestige of unadulterated democracy, and yet again democracy has proven to me that it's not worth saving.

It saddens me to see democracy behind the cloak of anonymity so rotten to the core that we don't even have the basic human decency to be at least minimally civilised.

What's sadder is that we're supposed to be the cream of the crop, the exemplar of humanity. Or maybe just at the very least, not this very cesspool of toxicity. Surely that's not too much to ask!

This used to be a mutually supportive community, a relatively safe platform for people to voice opinions anonymously, or ask for help.
","No Category
SHARE:"
174,"Hello everyone,

I am a French girl currently on exchange at NUS, and I would like to share with you a bad experience that I had at one of the hawker centres on campus soon after I arrived, as I would like to know what Singaporeans would think about it. 

I am quite a health conscious girl, and I pay a lot of attention to what I eat, especially regarding the quality and sourcing of the primary ingredients; I want to know where the food comes from and for example for meat, in what conditions the animals were reared, for vegetables and rice if the producer uses organic and environmentally friendly farming methods, for eggs if they are free range, etc... 

So when I ordered some chicken rice at a stall, I asked the lady if she could tell me where the rice and the chicken came from, how they were reared, and if she knew the producer. She seemed really angry after I asked her the question, and started scolding at me in Singlish, and unfortunately (or fortunately maybe) I couldn’t understand what she was saying, but I interpreted it as “you are insulting me and my food, and if you are not happy, you can go find food elsewhere”. I want to make clear that I asked the question very politely and in a friendly way, and that I didn’t intend to hurt that lady in any way. However, don’t you think that it is normal to want to know where the primary ingredients of the food that you are eating are coming from? I mean food is your body’s fuel, and as Hippocrates said, “let food be thy medicine and medicine be thy food.”

I don’t understand her reaction, and I wanted to know if from a Singaporean point of view, my questions were seen as rude. In France, even in a small and simple family restaurant, asking this kind of question is not seen as rude at all, quite the opposite, as it shows the chef that you are interested in his work and appreciating his food by wanting to know more about it, and he/she will happily tell you about it. It is also quite frequent that restaurant owners, especially in the countryside, directly source their primary ingredients from the producer.

Also, I noticed that food culture in Singapore is very important (which is great, as it is the same in France, and I love that!), however, it seems to me that Singaporeans don’t pay a lot of attention to the origin and quality of the primary ingredients, which is a paradox to me as from good ingredients results tasty and healthy food. So to all Singaporeans, what do you think about this topic? Do you agree or disagree with me? 

Thanks for reading my long post, and don’t hesitate to let me know in the comments what you think about all that, and if you can relate to my experience!

From a French girl who loves Singapore, Singaporean food, and NUS!
","Advice
SHARE:"
175,"Legit question. Do girls get intimidated if a guy is ""too perfect""? 

The girl I like says she feels insecurities that ""I'm out of her league"" and that ""I may leave her"" for better girls. She says she feels average and there's no reason for me to like her. 

But I do. I find her attractive in her own way, but love is a funny thing and I find it hard to put it in words. I was taken aback and stunned, I didn't know what to say.  I struggled to give her a reply. I felt like it made her even more insecure that I gave her a general reply. 

How do I make her feel comfortable and trust that I'll not leave her? I feel like she's waiting for me to say something. 

Guys, what would you have said if a girl said something like this? 

Girls, what do you expect from a guy if you were in her shoes? 

Prof Ben, you're the relationship expert here. How should I treat this woman right?
","Advice, Ask Prof Ben
SHARE:"
